信号时间,信号类型,方向,开仓价,张力,DXY燃料,首次开仓盈亏%,最优开仓盈亏%,最优开仓周期,价格优势%,最优平仓盈亏%,最优平仓周期,是好机会,好机会类型,好机会盈亏%,好机会平仓周期,张力变化%
2025-07-25 04:00:00,HIGH_OSCILLATION,short,115320.01,0.9831506757954052,0.0,-1.0610214133696374,-0.3529916447284448,2,0.3529916447284448,-0.3529916447284448,2,False,0,-1.0610214133696374,1,0.0
2025-07-25 08:00:00,HIGH_OSCILLATION,short,116543.58,0.9879905412340652,0.0,0.7005962919621999,0.7005962919621999,1,-0.7005962919621999,0.7005962919621999,1,True,1,0.7005962919621999,1,0.0
2025-07-25 12:00:00,HIGH_OSCILLATION,short,115727.08,0.9917460281362236,0.0,-0.8308513443871599,-0.8308513443871599,1,0.8308513443871599,-0.8308513443871599,1,False,0,-0.8308513443871599,1,0.0
2025-07-25 16:00:00,HIGH_OSCILLATION,short,116688.6,0.9944138998441778,0.0,-0.7933165707704024,-0.19550324538985822,30,0.19550324538985822,-0.19550324538985822,30,False,0,-0.7933165707704024,1,0.0
2025-07-25 20:00:00,HIGH_OSCILLATION,short,117614.31,0.9959922167088174,0.0,0.1060160111469449,0.5931081005364073,29,-0.5931081005364073,0.5931081005364073,29,True,1,0.5931081005364073,1,0.0
2025-07-26 00:00:00,HIGH_OSCILLATION,short,117489.62,0.9964803435210025,0.0,0.15758838951048967,0.48760903303627967,28,-0.48760903303627967,0.48760903303627967,28,True,1,0.48760903303627967,1,0.0
2025-07-26 04:00:00,HIGH_OSCILLATION,short,117304.47,0.9958789551592756,0.0,-0.40206481475087813,0.33054153861315366,27,-0.33054153861315366,0.33054153861315366,27,True,2,0.33054153861315366,27,0.0
2025-07-26 08:00:00,HIGH_OSCILLATION,short,117776.11,0.9941900404373624,0.0,-0.3005618032383692,0.7296725965902632,26,-0.7296725965902632,0.7296725965902632,26,True,2,0.7296725965902632,26,0.0
2025-07-26 12:00:00,HIGH_OSCILLATION,short,118130.1,0.9914169041375072,0.0,-0.08635394366041742,1.027147187719311,25,-1.027147187719311,1.027147187719311,25,True,2,1.027147187719311,25,0.0
2025-07-26 16:00:00,HIGH_OSCILLATION,short,118232.11,0.9875641672184002,0.0,0.2639891988732971,1.2232886649828096,30,-1.2232886649828096,1.2232886649828096,30,True,1,1.2232886649828096,1,0.0
2025-07-26 20:00:00,HIGH_OSCILLATION,short,117919.99,0.98263776518915,0.0,-0.22289689814254265,1.8282820410686969,30,-1.8282820410686969,1.8282820410686969,30,True,2,1.8282820410686969,30,0.0
2025-07-27 00:00:00,HIGH_OSCILLATION,short,118182.83,0.9766449446434826,0.0,0.07351321676761731,2.1448124063368623,30,-2.1448124063368623,2.1448124063368623,30,True,1,2.1448124063368623,1,0.0
2025-07-27 04:00:00,HIGH_OSCILLATION,short,118095.95,0.9695942579510916,0.0,0.01967891362912165,2.552314452781821,30,-2.552314452781821,2.552314452781821,30,True,1,2.552314452781821,1,0.0
2025-07-27 08:00:00,HIGH_OSCILLATION,short,118072.71,0.96149555610585,0.0,-0.4345034513055547,2.5331340324110476,29,-2.5331340324110476,2.5331340324110476,29,True,2,2.5331340324110476,29,0.0
