时间,收盘价,信号类型,方向,置信度,张力,加速度,量能比率,EMA偏离%,DXY燃料,V705通过,过滤原因
2025-08-30 16:00:00,108828.33,LOW_OSCILLATION,做多,0.6,-0.7588629702154167,0.0001490081662485,0.26348618721172634,-1.0463510659700452,-0.3457639667035008,False,量能过低
2025-08-30 20:00:00,108816.33,LOW_OSCILLATION,做多,0.6,-0.788307449433625,0.0001831225867997,0.3177352509579297,-0.9575347467254063,-0.3457639667035008,False,量能过低
2025-08-31 00:00:00,109223.84,LOW_OSCILLATION,做多,0.6,-0.8175350605048746,0.0002168681469586,0.7206988869860957,-0.5310546640157962,-0.3457639667035008,True,
2025-08-31 04:00:00,108708.26,LOW_OSCILLATION,做多,0.6,-0.8465124766608132,0.0002501949153109,0.49749933147298475,-0.9061571277368743,-0.3457639667035008,False,量能过低
2025-08-31 08:00:00,108389.76,LOW_OSCILLATION,做多,0.6,-0.8752068391202695,0.0002830536964822,0.6668434354753796,-1.0837719418157972,-0.3457639667035008,True,
2025-09-11 00:00:00,114400.01,LOW_OSCILLATION,做多,0.6,-1.3304558531040496,0.0002830389268437,0.6802382363434548,1.733851185972961,0.1110023207821342,True,
2025-09-11 04:00:00,114083.58,LOW_OSCILLATION,做多,0.6,-1.3170102479504473,0.0002537635611541,0.8137197408781234,1.312311307737237,0.1110023207821342,True,
2025-09-11 08:00:00,113999.99,LOW_OSCILLATION,做多,0.6,-1.3033403449770142,0.0002242978198307,0.6323459420062114,1.1188473869699491,0.1110023207821342,True,
2025-09-11 12:00:00,114180.31,LOW_OSCILLATION,做多,0.6,-1.2894757502761285,0.0001946917274529,1.9915731964016123,1.1555954147114074,0.1110023207821342,True,
2025-09-11 16:00:00,114419.99,LOW_OSCILLATION,做多,0.6,-1.2754461601129536,0.0001649954622886,0.5708771215329732,1.2360449524895607,0.1110023207821342,True,
2025-09-11 20:00:00,115482.69,LOW_OSCILLATION,做多,0.6,-1.261281310674183,0.0001352592755961,0.8229457282382253,1.9649572532931587,0.1110023207821342,True,
2025-09-12 00:00:00,115194.14,LOW_OSCILLATION,做多,0.6,-1.2470109278245538,0.0001055334108583,1.4407581452477696,1.5447925709390726,-0.2267614449091906,True,
2025-09-12 04:00:00,115086.7,LOW_OSCILLATION,做多,0.6,-1.2326646769518588,7.5868023065917e-05,0.6282090157014464,1.310170588507132,-0.2267614449091906,True,
2025-09-12 08:00:00,114913.45,LOW_OSCILLATION,做多,0.6,-1.2182721129809817,4.631309818226015e-05,0.7566711680962775,1.0462527713165743,-0.2267614449091906,True,
2025-09-12 12:00:00,115121.18,LOW_OSCILLATION,做多,0.6,-1.2038626306371762,1.691837292794318e-05,0.8022637892019527,1.1105755946409968,-0.2267614449091906,True,
2025-09-12 16:00:00,116632.51,LOW_OSCILLATION,做多,0.6,-1.1894654150383823,-1.2266745011535464e-05,1.460138919293378,2.2006745371733025,-0.2267614449091906,False,趋势不符
2025-09-12 20:00:00,116029.42,LOW_OSCILLATION,做多,0.6,-1.175109392695773,-4.11932561841244e-05,0.8438159030817044,1.5105457783488903,-0.2267614449091906,True,
2025-09-13 00:00:00,115957.0,LOW_OSCILLATION,做多,0.6,-1.160823183001082,-6.981264791861008e-05,0.8924269102460839,1.3075581838471517,-0.2267614449091906,True,
2025-09-13 04:00:00,115778.71,LOW_OSCILLATION,做多,0.6,-1.146635050278409,-9.807697201802412e-05,0.4262905693784213,1.0409560798499429,-0.2267614449091906,False,量能过低
2025-09-13 08:00:00,115974.11,LOW_OSCILLATION,做多,0.6,-1.1325728564772737,-0.0001259389215375,0.4975662848722725,1.0948405716685734,-0.2267614449091906,False,量能过低
2025-09-13 12:00:00,115768.68,LOW_OSCILLATION,做多,0.6,-1.11866401458263,-0.0001533519064915,0.568754822874369,0.8278289797854046,-0.2267614449091906,True,
2025-09-13 16:00:00,115797.12,LOW_OSCILLATION,做多,0.6,-1.104935442816371,-0.0001802701283846,0.6722445669006868,0.7707728451007736,-0.2267614449091906,True,
2025-09-13 20:00:00,115918.29,LOW_OSCILLATION,做多,0.6,-1.0914135197035482,-0.0002066486534366,0.3671873554312763,0.7921088226181748,-0.2267614449091906,False,量能过低
2025-09-14 00:00:00,115679.98,LOW_OSCILLATION,做多,0.6,-1.0781240400751309,-0.0002324434844052,0.443320873143805,0.5288969114493784,-0.2267614449091906,False,量能过低
2025-09-14 04:00:00,115805.39,LOW_OSCILLATION,做多,0.6,-1.0650921720775768,-0.0002576116308632,0.46834315537853566,0.5767804358820167,-0.2267614449091906,False,量能过低
2025-09-14 08:00:00,115794.91,LOW_OSCILLATION,做多,0.6,-1.0523424152578682,-0.0002821111778454,0.43875814530915586,0.5133364145385187,-0.2267614449091906,False,量能过低
2025-09-22 00:00:00,114649.89,LOW_OSCILLATION,做多,0.6,-0.9906936208057536,-0.000293237055653,2.7205224229994545,-0.9218828823602895,0.0737135620795142,True,
2025-09-22 04:00:00,112519.99,LOW_OSCILLATION,做多,0.6,-1.0004435901969997,-0.0002690701370512,5.1077622262860665,-2.505997380311903,0.0737135620795142,True,
2025-09-22 08:00:00,112876.97,LOW_OSCILLATION,做多,0.6,-1.010437775248924,-0.0002442156606787,2.0164187055356657,-1.9916469505641128,0.0737135620795142,True,
2025-09-22 12:00:00,112815.5,LOW_OSCILLATION,做多,0.6,-1.0206506751258326,-0.0002187148249841,2.0677606388937946,-1.8538667343919055,0.0737135620795142,True,
