时间,收盘价,信号类型,方向,置信度,张力,加速度,量能比率,EMA偏离%,DXY燃料,开盘价,最高价,最低价,成交量,价格vsEMA%,V7.0.5通过,过滤原因
2025-10-30 08:00:00,109717.29,BULLISH_SINGULARITY,long,0.6,-0.8991081571405254,0.081567501423564,0.8911687385598726,-2.165708622877658,-0.6961170127471943,111366.72,111467.01,109692.3,2970.54213,-2.165708622877658,True,
2025-10-30 20:00:00,108322.88,BULLISH_SINGULARITY,long,0.6,-1.3100644967334554,0.1146984020971043,0.9489162882590423,-2.3703449777881893,-0.6961170127471943,106536.39,108334.53,106316.17,3182.96112,-2.3703449777881893,True,
2025-10-31 08:00:00,110415.61,BULLISH_SINGULARITY,long,0.6,-1.573483517026893,0.1592333568138066,0.6909683603076989,-0.200683466244956,0.5210861421828454,109449.32,110550.0,109214.13,2439.82294,-0.200683466244956,True,
2025-10-31 20:00:00,109608.01,BULLISH_SINGULARITY,long,0.6,-1.3493742553822017,0.1427948836548183,0.3565324683151745,-0.7497378995306675,0.5210861421828454,109828.78,109828.79,109329.15,1327.90342,-0.7497378995306675,True,
2025-11-01 00:00:00,110226.37,BULLISH_SINGULARITY,long,0.6,-1.189347817842085,0.1268904044306391,0.363758529496377,-0.1717654821753201,0.5210861421828454,109608.01,110315.54,109394.81,1329.53082,-0.17176548217532017,True,
2025-11-01 04:00:00,110071.4,BULLISH_SINGULARITY,long,0.6,-0.982166168205454,0.1081862089142744,0.3578896858238109,-0.2824750717378658,0.5210861421828454,110226.38,110564.49,109933.86,1273.91172,-0.28247507173786585,True,
2025-11-01 08:00:00,110137.59,BULLISH_SINGULARITY,long,0.6,-0.7761346188129552,0.0862976810758562,0.3211719998604731,-0.2013623645881008,0.5210861421828454,110071.4,110270.9,109854.72,1127.98746,-0.20136236458810083,True,
2025-11-01 12:00:00,110310.65,BULLISH_SINGULARITY,long,0.6,-0.5680605599599166,0.0644936202031474,0.4379618913606324,-0.0403070759926184,0.5210861421828454,110137.59,110348.0,109702.66,1527.00509,-0.0403070759926184,True,
2025-11-01 16:00:00,110299.99,BULLISH_SINGULARITY,long,0.6,-0.3954129938649354,0.0430032462187638,0.361501136733048,-0.0452102076985847,0.5210861421828454,110310.65,110529.99,110192.0,1247.33562,-0.045210207698584706,True,
2025-11-05 04:00:00,101993.02,BULLISH_SINGULARITY,long,0.6,-0.5655567054124931,0.0576097980534551,0.8713904498771712,-3.374574099568871,0.2803366026196298,102130.0,102370.0,101500.0,4661.84078,-3.374574099568871,True,
2025-11-05 08:00:00,102070.61,BULLISH_SINGULARITY,long,0.6,-0.6183198288935928,0.0663689777538433,0.6521208305330114,-2.9960994177766502,0.2803366026196298,101993.03,102203.48,101176.47,3577.50149,-2.9960994177766502,True,
2025-11-05 20:00:00,103885.16,BULLISH_SINGULARITY,long,0.6,-0.4588140887374688,0.0529772121474642,0.4646376668442248,-0.9433760697332416,0.2803366026196298,104008.09,104534.74,103305.05,2687.89833,-0.9433760697332415,True,
2025-11-07 04:00:00,102010.0,BEARISH_SINGULARITY,short,0.7,0.4377364619830858,-0.0307974567151348,0.5228239330819034,-1.3456810908817765,0.1186002827979388,101916.3,102527.0,101582.92,3062.61099,-1.3456810908817765,True,
2025-11-07 08:00:00,100411.89,BEARISH_SINGULARITY,short,0.7,0.4208447950904195,-0.0345147219112082,1.1031211520720758,-2.623088763740093,0.1186002827979388,102009.99,102050.0,99803.58,6600.41114,-2.623088763740093,True,
2025-11-07 12:00:00,100797.95,BEARISH_SINGULARITY,short,0.7,0.3789886917903661,-0.0281926665565665,1.4355931402027777,-2.038902417210143,0.1186002827979388,100411.89,101253.99,99260.86,8633.01674,-2.038902417210143,True,
