信号索引,信号类型,方向,普通信号时间,普通信号价格,普通信号张力,普通信号加速度,普通信号量能比率,信号前5周期平均张力,信号前5周期平均加速度,信号前5周期平均量能比率,开仓等待周期,开仓时间,开仓价格,开仓张力,开仓加速度,开仓量能比率,价格优势%,方向是否改变,持仓周期,平仓时间,平仓价格,平仓张力,平仓加速度,平仓量能比率,最优盈亏%
144,BULLISH_SINGULARITY,long,2025-09-21 00:00:00,115669.41,-1.1262067882008593,0.0989525503458196,0.6424170944329632,-0.9336091034433137,0.0813666337194182,0.4693301366136607,10,2025-09-22 16:00:00,112122.9,-0.1976971734347972,0.0316714392154884,1.6289635615146874,3.066074254204296,False,12,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.1568644763915317
145,BULLISH_SINGULARITY,long,2025-09-21 04:00:00,115815.97,-1.0574036866519858,0.1076440216851182,0.5966227853286702,-0.9980522561508978,0.0868659641989959,0.5036558627495097,9,2025-09-22 16:00:00,112122.9,-0.1976971734347972,0.0316714392154884,1.6289635615146874,3.1887398603146067,False,12,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.1568644763915317
146,BULLISH_SINGULARITY,long,2025-09-21 08:00:00,115603.45,-0.9035021869254742,0.1072343627307967,0.6357014781627034,-1.0158680051058766,0.09277842168549083,0.5400688395508715,8,2025-09-22 16:00:00,112122.9,-0.1976971734347972,0.0316714392154884,1.6289635615146874,3.010766547192149,False,12,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.1568644763915317
147,BULLISH_SINGULARITY,long,2025-09-21 12:00:00,115531.61,-0.7129643708577235,0.0967452388276653,0.5680222694109844,-0.9829815610454818,0.09676383116437187,0.5580297398417899,7,2025-09-22 16:00:00,112122.9,-0.1976971734347972,0.0316714392154884,1.6289635615146874,2.950456589326511,False,12,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.1568644763915317
148,BULLISH_SINGULARITY,long,2025-09-21 16:00:00,115480.05,-0.5045964088949538,0.0794161234200658,0.6718564819010923,-0.897767626998205,0.09671401517650596,0.5859284750839643,6,2025-09-22 16:00:00,112122.9,-0.1976971734347972,0.0316714392154884,1.6289635615146874,2.9071255164853227,False,12,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.1568644763915317
149,BULLISH_SINGULARITY,long,2025-09-21 20:00:00,115232.29,-0.3528546309540486,0.0546827682151681,0.510919113441992,-0.7762546787475076,0.09077917753743896,0.6042565371130676,5,2025-09-22 16:00:00,112122.9,-0.1976971734347972,0.0316714392154884,1.6289635615146874,2.698366924756941,False,12,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.1568644763915317
150,BULLISH_SINGULARITY,long,2025-09-23 00:00:00,112339.99,-0.3817475223911127,0.0478901283848592,1.4455716549672275,-0.19126562781134795,0.0309764874425095,2.180573449677885,0,2025-09-23 00:00:00,112339.99,-0.3817475223911127,0.0478901283848592,1.4455716549672275,0.0,True,10,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,0.9613851665822558
151,BULLISH_SINGULARITY,long,2025-09-23 04:00:00,113090.13,-0.4454200864200647,0.0533883601369263,1.4366155022404876,-0.2515404446435987,0.03611291284355177,1.568715662336955,3,2025-09-23 16:00:00,111655.29,-0.3378668715605465,0.0347493091180641,1.2354167920151993,1.2687579367005866,True,6,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.5805072916831808
152,BULLISH_SINGULARITY,long,2025-09-23 08:00:00,112975.99,-0.4598015308615255,0.0541905887801258,1.0089783330540525,-0.3121525781781902,0.041655755826442466,1.4008089335900193,2,2025-09-23 16:00:00,111655.29,-0.3378668715605465,0.0347493091180641,1.2354167920151993,1.169009450592123,True,6,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.5805072916831808
153,BULLISH_SINGULARITY,long,2025-09-23 12:00:00,112882.19,-0.3920333719162456,0.0447054719875366,1.0489449086748217,-0.35888034987442724,0.04509573203742315,1.2310063118868573,1,2025-09-23 16:00:00,111655.29,-0.3378668715605465,0.0347493091180641,1.2354167920151993,1.0868853625182224,True,6,2025-09-24 16:00:00,113420.01,-0.0663027369431581,0.0086778009899363,0.5701617640986058,1.5805072916831808
154,BEARISH_SINGULARITY,short,2025-09-25 04:00:00,111766.72,0.3510707379084591,-0.0295471339627648,1.1394473566140793,0.03722584674718669,-0.0018440467983283162,0.8808515607520793,0,2025-09-25 04:00:00,111766.72,0.3510707379084591,-0.0295471339627648,1.1394473566140793,0.0,True,4,2025-09-25 20:00:00,108994.49,0.4373635635805704,-0.0513889115625864,0.8406212402499301,2.4803716168820165
155,BEARISH_SINGULARITY,short,2025-09-25 08:00:00,111348.0,0.4214387853350161,-0.0380891695500196,0.9035166338853362,0.14346321506176632,-0.010478607039017767,0.9126621002563001,1,2025-09-25 12:00:00,111580.77,0.5070226708389441,-0.0496845122315624,1.9693185870677123,0.2090473111326688,True,2,2025-09-25 20:00:00,108994.49,0.4373635635805704,-0.0513889115625864,0.8406212402499301,2.3178545908941106
156,BEARISH_SINGULARITY,short,2025-09-25 12:00:00,111580.77,0.5070226708389441,-0.0496845122315624,1.9693185870677123,0.25505001176042574,-0.020829624562477302,1.0560779735003798,0,2025-09-25 12:00:00,111580.77,0.5070226708389441,-0.0496845122315624,1.9693185870677123,0.0,True,2,2025-09-25 20:00:00,108994.49,0.4373635635805704,-0.0513889115625864,0.8406212402499301,2.3178545908941106
157,BEARISH_SINGULARITY,short,2025-09-25 16:00:00,109360.0,0.5323354265241772,-0.054402660995467,2.396064240912296,0.3548230390049816,-0.03134303489337785,1.360395052969328,2,2025-09-26 00:00:00,109580.01,0.3081703250865498,-0.0419730728439003,0.9379071356260549,0.2011795903438138,True,3,2025-09-26 12:00:00,109027.78,-0.0097726033876524,-0.0006769570603016,1.2398531206677523,0.5039514050053435
158,BEARISH_SINGULARITY,short,2025-09-25 20:00:00,108994.49,0.4373635635805704,-0.0513889115625864,0.8406212402499301,0.4141804606486348,-0.03974914014724473,1.4154144699116709,6,2025-09-26 20:00:00,109643.46,-0.1211004271879821,0.0147363274411744,0.3314425460487944,0.5954154196235067,False,3,2025-09-27 08:00:00,109310.21,-0.0117288317665831,-0.0057338003423782,0.5615855078118447,0.30393969690485867
159,BEARISH_SINGULARITY,short,2025-09-29 00:00:00,111857.51,0.3545264632503546,-0.0385408225756717,1.4502426865555131,0.2887996045948819,-0.04620710019725532,0.8381562185705561,6,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,2.2518648949006685,False,2,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.1552908777764401
160,BEARISH_SINGULARITY,short,2025-09-29 04:00:00,111865.95,0.4846996733810367,-0.0435349792202885,1.1658785597962793,0.32482824478324773,-0.044866032486091965,0.9876979306327849,5,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,2.244150253048405,False,2,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.1552908777764401
161,BEARISH_SINGULARITY,short,2025-09-29 08:00:00,112100.0,0.5401670490544025,-0.0487019765743164,1.3621454891352491,0.36486037037847846,-0.044197994121297206,1.1431339519564505,4,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,2.0306779661016945,False,2,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.1552908777764401
162,BEARISH_SINGULARITY,short,2025-09-29 12:00:00,113815.57,0.6336521972194467,-0.0554111125529606,3.0485202637188324,0.42088694973840907,-0.04467067631233629,1.5347075694811518,3,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,0.49274453398598483,True,2,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.1552908777764401
163,BEARISH_SINGULARITY,short,2025-09-29 16:00:00,114265.55,0.7654088730390721,-0.0667504741253252,1.6330018236225865,0.5075823281028091,-0.0485927927960971,1.6988846119566843,2,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,0.09700211481062884,True,2,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.1552908777764401
164,BEARISH_SINGULARITY,short,2025-09-29 20:00:00,114311.96,0.9161678580449188,-0.0803390648847629,0.954491533365113,0.6157703523315385,-0.05554640498888755,1.6023800593655955,1,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,0.0563633061667327,True,2,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.1552908777764401
165,BEARISH_SINGULARITY,short,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,0.7383135684413947,-0.06548960291210514,1.621051713280183,0,2025-09-30 00:00:00,114376.39,1.089785759909492,-0.0982000101149772,1.5622726100430362,0.0,True,2,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.1552908777764401
166,BEARISH_SINGULARITY,short,2025-09-30 04:00:00,113699.23,1.2600666099399618,-0.1154327497961524,1.3930374742413103,0.8675413912012157,-0.07747256467474911,1.6589115323543544,3,2025-09-30 16:00:00,114359.99,1.3705655696021868,-0.1239028513095225,1.3226652530434286,0.5811472953686752,True,1,2025-09-30 20:00:00,114048.93,1.3234538981341706,-0.116896847008322,1.0096637392635288,0.27200072332990954
167,BEARISH_SINGULARITY,short,2025-09-30 08:00:00,113055.01,1.3735266099817551,-0.1268854709870958,1.6287028316353922,1.0064346513557745,-0.09050314707687901,1.7033377561043785,10,2025-10-02 00:00:00,118733.99,0.8085336274810345,-0.0671246226435213,1.4556526703061958,5.0232006524965245,False,1,2025-10-02 04:00:00,118489.76,0.8425842163215977,-0.0752711937217649,0.6264832229402423,0.2056951004510254
168,BEARISH_SINGULARITY,short,2025-09-30 12:00:00,113106.16,1.379625782682854,-0.1270135844836061,1.5284525719064228,1.1307635822663424,-0.10243689239865326,1.4499931408023103,9,2025-10-02 00:00:00,118733.99,0.8085336274810345,-0.0671246226435213,1.4556526703061958,4.9757060092925105,False,1,2025-10-02 04:00:00,118489.76,0.8425842163215977,-0.0752711937217649,0.6264832229402423,0.2056951004510254
169,BEARISH_SINGULARITY,short,2025-09-30 16:00:00,114359.99,1.3705655696021868,-0.1239028513095225,1.3226652530434286,1.231623031693528,-0.11196228859601948,1.3982703790391173,3,2025-10-01 04:00:00,114539.02,1.0845764652309156,-0.0856251378977006,0.9469262567596733,0.15654950651884356,True,1,2025-10-01 08:00:00,116789.58,0.948272888419297,-0.0700604772395167,2.2412637385032337,-1.9648849798086256
170,BEARISH_SINGULARITY,short,2025-09-30 20:00:00,114048.93,1.3234538981341706,-0.116896847008322,1.0096637392635288,1.29950403837507,-0.11805525228327934,1.4074657466888532,10,2025-10-02 12:00:00,119910.78,0.826689970412964,-0.0840132971853564,1.7281875066569399,5.139767641835839,False,4,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.22564276539606565
171,BEARISH_SINGULARITY,short,2025-10-01 00:00:00,114176.92,1.2398046064634378,-0.1059442618754087,1.0056236723616,1.3245071794673942,-0.11934596091001792,1.314690923741947,10,2025-10-02 16:00:00,120836.49,0.819648588776154,-0.0865371825324028,1.5769228133114217,5.832676166076302,False,3,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.9899989647167
172,BEARISH_SINGULARITY,short,2025-10-01 04:00:00,114539.02,1.0845764652309156,-0.0856251378977006,0.9469262567596732,1.2952588220158867,-0.11437802559360928,1.2403390541616741,9,2025-10-02 16:00:00,120836.49,0.819648588776154,-0.0865371825324028,1.5769228133114217,5.498100123433919,False,3,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.9899989647167
173,BEARISH_SINGULARITY,short,2025-10-01 08:00:00,116789.58,0.948272888419297,-0.0700604772395167,2.2412637385032337,1.224383201755477,-0.10490719330234609,1.3424325386396478,8,2025-10-02 16:00:00,120836.49,0.819648588776154,-0.0865371825324028,1.5769228133114217,3.4651293377371535,False,3,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.9899989647167
174,BEARISH_SINGULARITY,short,2025-10-01 12:00:00,117423.73,0.8725464229301639,-0.0615394506683987,1.7890298226649457,1.1398699751300285,-0.09399483766647819,1.3858620804327348,7,2025-10-02 16:00:00,120836.49,0.819648588776154,-0.0865371825324028,1.5769228133114217,2.9063631346066163,False,3,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.9899989647167
175,BEARISH_SINGULARITY,short,2025-10-01 16:00:00,117439.53,0.8078627687139808,-0.057113081544154,1.4268999300460412,1.0460861749819943,-0.08286320937225013,1.403234526599837,6,2025-10-02 16:00:00,120836.49,0.819648588776154,-0.0865371825324028,1.5769228133114217,2.8925183879737992,False,3,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.9899989647167
176,BEARISH_SINGULARITY,short,2025-10-01 20:00:00,118594.99,0.7844386533177055,-0.0600652452736593,0.8969065053352752,0.9562503008459168,-0.07339127574980633,1.3844416542784614,10,2025-10-03 12:00:00,122258.05,0.4727867217797255,-0.0513254156654321,1.5676431566364253,3.088713949889449,False,26,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,0.7566781901069138
177,BEARISH_SINGULARITY,short,2025-10-02 00:00:00,118733.99,0.8085336274810345,-0.0671246226435213,1.4556526703061958,0.8843718043488497,-0.0669213358778251,1.4594464872692274,10,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,3.3073932746638093,False,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
178,BEARISH_SINGULARITY,short,2025-10-02 04:00:00,118489.76,0.8425842163215977,-0.0752711937217649,0.6264832229402423,0.8440397628639632,-0.06519567851516915,1.4060393149659889,9,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,3.520329520458148,False,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
179,BEARISH_SINGULARITY,short,2025-10-02 08:00:00,118765.73,0.8449341568802928,-0.0811807728382564,0.5238269893064658,0.8268166409407959,-0.0670490611149591,1.1197998567665277,8,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,3.279784496756774,False,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
180,BEARISH_SINGULARITY,short,2025-10-02 12:00:00,119910.78,0.826689970412964,-0.0840132971853564,1.72818750665694,0.8191738988545959,-0.0707947022011187,1.1096594707651934,7,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,2.2935469188008004,False,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
181,BEARISH_SINGULARITY,short,2025-10-02 16:00:00,120836.49,0.819648588776154,-0.0865371825324028,1.5769228133114217,0.8211382021982915,-0.07569871903249352,1.1346632846427567,0,2025-10-02 16:00:00,120836.49,0.819648588776154,-0.0865371825324028,1.5769228133114217,0.0,True,3,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.9899989647167
182,BEARISH_SINGULARITY,short,2025-10-02 20:00:00,120529.35,0.8039971536499956,-0.087923244402594,0.7742020968685157,0.8243979522536732,-0.08034171888731596,1.1142125498982969,0,2025-10-02 20:00:00,120529.35,0.8039971536499956,-0.087923244402594,0.7742020968685157,0.0,True,2,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.7376958392291997
183,BEARISH_SINGULARITY,short,2025-10-03 00:00:00,120225.89,0.7854121384093111,-0.0860687116237975,0.7752788697193159,0.8205443707417194,-0.08349906705069533,1.0008169164671503,4,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,2.0254372831010077,False,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
184,BEARISH_SINGULARITY,short,2025-10-03 04:00:00,119640.21,0.7233403263556512,-0.0792823028435962,0.773482447233619,0.8006703890807282,-0.08416758523766721,1.025316787182713,3,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,2.5248869088410983,False,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
185,BEARISH_SINGULARITY,short,2025-10-03 08:00:00,120334.5,0.5989826190717772,-0.0661096742425397,1.1502998488343943,0.7596784661126422,-0.08165573547171444,1.1297289304373679,10,2025-10-05 00:00:00,123776.22,0.0808587878778034,-0.0015133570376703,1.4406456119510238,2.860127394886754,False,28,2025-10-09 16:00:00,120951.72,-1.00599296725725,0.0455895648424401,1.7808844445239271,2.281940747584633
186,BEARISH_SINGULARITY,short,2025-10-03 12:00:00,122258.05,0.4727867217797255,-0.0513254156654321,1.5676431566364253,0.7006945913404358,-0.07620775521839372,1.1029715387672818,1,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,0.32958156947538614,True,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
187,BEARISH_SINGULARITY,short,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.720007810795217,0.6265333874011251,-0.06810273152307122,1.2934857050145812,0,2025-10-03 16:00:00,122660.99,0.3746813651402899,-0.0379070403604678,2.7200078107952175,0.0,True,25,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.0826914082464263
188,BULLISH_SINGULARITY,long,2025-10-06 08:00:00,124215.0,-0.358772814620885,0.0317321601380146,0.9239220199335616,-0.17525816575815792,0.013711196436323016,0.7627735856449679,0,2025-10-06 08:00:00,124215.0,-0.358772814620885,0.0317321601380146,0.9239220199335617,0.0,True,2,2025-10-06 16:00:00,125410.81,-0.4349566335232456,0.0382675274612763,1.4884326734496307,0.9626937165398685
189,BULLISH_SINGULARITY,long,2025-10-06 12:00:00,125000.0,-0.4136926457707922,0.0368663952809891,1.4687867445504037,-0.2452613869546959,0.020136841580029367,0.891443499774386,8,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,2.9336400000000022,False,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
190,BULLISH_SINGULARITY,long,2025-10-06 16:00:00,125410.81,-0.4349566335232456,0.0382675274612763,1.4884326734496307,-0.30799723888790415,0.026008068315521216,1.0171949729681435,7,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,3.251601676123454,False,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
191,BULLISH_SINGULARITY,long,2025-10-06 20:00:00,124658.54,-0.4498326766750868,0.0375610650813551,0.7248137989961472,-0.3598998778482109,0.030692046747482934,1.0611592871695914,6,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,2.6677594651758287,False,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
192,BULLISH_SINGULARITY,long,2025-10-07 00:00:00,124329.74,-0.4585713910852601,0.036352081152581,0.6686714772110123,-0.40114288953108956,0.03410268780263623,1.0031086010964907,5,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,2.410356524512967,False,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
193,BULLISH_SINGULARITY,long,2025-10-07 04:00:00,123667.99,-0.49311589958738,0.0384144740916478,0.9097686839223856,-0.4348236768771083,0.036532283867643976,1.030732566343857,4,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,1.888152301982112,False,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
194,BULLISH_SINGULARITY,long,2025-10-07 08:00:00,124453.38,-0.4971863007577235,0.0387465995614905,0.8940515484116474,-0.45789259123324805,0.03770135710488997,1.0257541544235378,3,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,2.507308359162288,False,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
195,BULLISH_SINGULARITY,long,2025-10-07 12:00:00,121846.01,-0.5309259177477875,0.0436696353327408,2.431747306690877,-0.47743146989608065,0.03883523044684858,1.18624758144695,2,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,0.4210724667964078,True,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
196,BULLISH_SINGULARITY,long,2025-10-07 16:00:00,121637.17,-0.5922875005652081,0.0531431772797372,1.7623689932981763,-0.503653281069741,0.04131450541659207,1.2319036347550412,1,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,0.2501044705331447,True,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
197,BULLISH_SINGULARITY,long,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,-0.5430140615505342,0.04621912339725796,1.2065908190094998,0,2025-10-07 20:00:00,121332.95,-0.6859973595598463,0.0669887729653505,0.5729369045228989,0.0,True,5,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7448269410741295
198,BULLISH_SINGULARITY,long,2025-10-08 00:00:00,121374.75,-0.7998449514421886,0.0839733532231595,0.725324811584146,-0.599892988276689,0.054156002075687715,1.216033041405022,0,2025-10-08 00:00:00,121374.75,-0.7998449514421886,0.0839733532231595,0.725324811584146,0.0,True,4,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.7097872498192581
199,BULLISH_SINGULARITY,long,2025-10-08 04:00:00,121597.06,-0.9385280171126962,0.1031085048867523,0.7826769111610912,-0.674128341197575,0.06493834054153846,1.1948510792781395,0,2025-10-08 04:00:00,121597.06,-0.9385280171126962,0.1031085048867523,0.7826769111610912,0.0,True,3,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,1.5238361848551292
200,BULLISH_SINGULARITY,long,2025-10-08 08:00:00,122884.14,-1.0455931124184985,0.1166949979670958,1.010804880083144,-0.7655294764743709,0.07792974027580601,1.2143099678900555,4,2025-10-09 00:00:00,122038.01,-1.1283233185051662,0.1070751565641385,0.7496409177858124,0.6885591582445095,True,2,2025-10-09 08:00:00,122737.57,-1.0120484837776624,0.0687430316171926,0.8735394094876858,0.5732312416434947
201,BULLISH_SINGULARITY,long,2025-10-08 12:00:00,122189.72,-1.1535792113076175,0.1272585133923297,1.0628651665983582,-0.8693050254010092,0.09186121995240415,0.9861629445413026,3,2025-10-09 00:00:00,122038.01,-1.1283233185051662,0.1070751565641385,0.7496409177858124,0.12415938100194222,True,2,2025-10-09 08:00:00,122737.57,-1.0120484837776624,0.0687430316171926,0.8735394094876858,0.5732312416434947
202,BULLISH_SINGULARITY,long,2025-10-08 16:00:00,123450.0,-1.216017124369165,0.1297004130650025,1.2084384978097278,-0.9732599627016686,0.10462075924994839,0.8938411952932276,9,2025-10-10 04:00:00,120932.05,-1.3107464307688876,0.0830153299448867,0.7913243256902585,2.039651680842444,False,1,2025-10-10 08:00:00,121554.55,-1.3488160110950247,0.1041364462369272,0.4807111226382789,0.5147518792578145
203,BULLISH_SINGULARITY,long,2025-10-08 20:00:00,123306.0,-1.1820305516245275,0.122373571983172,0.4382697702109335,-1.0559321613791155,0.11385155908625195,0.8713966729079,10,2025-10-10 12:00:00,119018.98,-1.3150081231415511,0.1191666427400222,2.220587500178642,3.4767326812969395,False,1,2025-10-10 16:00:00,116661.5,-1.1758603312642533,0.1232825101162155,2.225770172359241,-1.9807597074012868
204,BULLISH_SINGULARITY,long,2025-10-09 00:00:00,122038.01,-1.1283233185051662,0.1070751565641385,0.7496409177858124,-1.1106785558896117,0.11770185964308179,0.8754493572748444,10,2025-10-10 16:00:00,116661.5,-1.1758603312642533,0.1232825101162155,2.225770172359241,4.405602811779703,False,18,2025-10-13 16:00:00,115792.84,0.172898777628427,-0.0287071347012181,0.45932794018188755,-0.7445986893705322
205,BULLISH_SINGULARITY,long,2025-10-09 04:00:00,121906.1,-1.0889938294787709,0.0898054496225981,0.4687808666094385,-1.1357561912839576,0.11548468376572275,0.8231333498495691,10,2025-10-10 20:00:00,112774.5,-1.062105176870969,0.1246307728711602,7.564454920395598,7.490683403045463,False,17,2025-10-13 16:00:00,115792.84,0.172898777628427,-0.0287071347012181,0.45932794018188755,2.6764383792435313
206,BULLISH_SINGULARITY,long,2025-10-09 08:00:00,122737.57,-1.0120484837776624,0.0687430316171926,0.8735394094876858,-1.1301654198438185,0.10749268937407225,0.8002557714169928,10,2025-10-11 00:00:00,112300.01,-0.9409993070470948,0.1195843780657166,1.985954647165604,8.503965004358495,False,16,2025-10-13 16:00:00,115792.84,0.172898777628427,-0.0287071347012181,0.45932794018188755,3.1102668646245015
207,BULLISH_SINGULARITY,long,2025-10-09 12:00:00,121147.14,-0.9778085359190246,0.0515314130034945,1.991793342497357,-1.1008703072790527,0.09487150597593304,0.9550771340668258,10,2025-10-11 04:00:00,110384.61,-0.9065594009360388,0.1190155352788581,1.176536082615425,8.883849837478621,False,15,2025-10-13 16:00:00,115792.84,0.172898777628427,-0.0287071347012181,0.45932794018188755,4.899442050843859
208,BULLISH_SINGULARITY,long,2025-10-09 16:00:00,120951.72,-1.00599296725725,0.0455895648424401,1.7808844445239271,-1.0658662810937336,0.08085303127217264,1.0504847918525257,3,2025-10-10 04:00:00,120932.05,-1.3107464307688876,0.0830153299448867,0.7913243256902585,0.01626268729373857,True,1,2025-10-10 08:00:00,121554.55,-1.3488160110950247,0.1041364462369272,0.4807111226382789,0.5147518792578145
209,BULLISH_SINGULARITY,long,2025-10-09 20:00:00,121662.4,-1.0727866329312752,0.047349262206055,0.7029685281033357,-1.047658961311525,0.06834897964265313,1.0946012515012595,8,2025-10-11 04:00:00,110384.61,-0.9065594009360388,0.1190155352788581,1.176536082615425,9.269741514222959,False,15,2025-10-13 16:00:00,115792.84,0.172898777628427,-0.0287071347012181,0.45932794018188755,4.899442050843859
210,BULLISH_SINGULARITY,long,2025-10-10 00:00:00,121026.01,-1.176065891299746,0.0601372673616499,0.649500633664997,-1.0556160567772883,0.06052599810890504,1.07791120414779,7,2025-10-11 04:00:00,110384.61,-0.9065594009360388,0.1190155352788581,1.176536082615425,8.79265539696797,False,15,2025-10-13 16:00:00,115792.84,0.172898777628427,-0.0287071347012181,0.45932794018188755,4.899442050843859
