时间,收盘价,最高价,最低价,信号类型,信号模式,加速度,张力,下影线,量能比率,高低点,是黑天鹅,策略状态,持仓类型,入场价,当前盈亏%,信号动作
2025-11-07 20:00:00,103339.08,104096.36,102958.0,BEARISH_SINGULARITY,LONG_MODE,-0.033605698,0.3937295623254374,0.0036876658859359,0.5048012502792113,,,空仓,,0.0,0.0,
2025-11-08 00:00:00,102592.76,103406.22,102539.49,BEARISH_SINGULARITY,LONG_MODE,-0.030375573,0.3657145939320628,0.0005192374198724,0.4520034792430314,,,空仓,,0.0,0.0,
2025-11-08 04:00:00,102352.96,102836.0,101902.64,BEARISH_SINGULARITY,LONG_MODE,-0.032691997,0.3951509257831169,0.0043996773517835,0.4249808848278083,,,空仓,,0.0,0.0,
2025-11-08 08:00:00,101857.1,102687.72,101715.76,BEARISH_SINGULARITY,LONG_MODE,-0.04077884,0.4427776162982345,0.0013876303173761,0.4229561428328855,,,空仓,,0.0,0.0,
2025-11-08 12:00:00,101711.45,102186.99,101454.0,BEARISH_SINGULARITY,LONG_MODE,-0.052175507,0.5261842408787128,0.0025311801178726,0.7180056095202474,低点,,空仓,,0.0,0.0,
2025-11-08 16:00:00,101989.65,102219.39,101522.08,BEARISH_SINGULARITY,LONG_MODE,-0.065020881,0.6324270031995074,0.0045844847982122,0.5056640581704214,,,空仓,,0.0,0.0,
2025-11-08 20:00:00,102312.94,102482.2,101957.94,BEARISH_SINGULARITY,LONG_MODE,-0.07764836,0.7264162565498344,0.0034697468374968,0.2358989710044194,高点,,空仓,,0.0,0.0,
2025-11-09 00:00:00,101662.05,102337.89,101400.0,BEARISH_SINGULARITY,LONG_MODE,-0.087750469,0.7930335290379741,0.0025776580346353,0.5741873713393693,低点,,空仓,,0.0,0.0,
2025-11-09 04:00:00,101944.59,102130.61,101635.96,BEARISH_SINGULARITY,LONG_MODE,-0.095207834,0.8643025877823345,0.0030274289199651,0.2996789214006263,,,空仓,,0.0,0.0,
2025-11-09 08:00:00,102239.41,102307.68,101500.0,BEARISH_SINGULARITY,LONG_MODE,-0.097229825,0.8994173528967889,0.0072321426737498,0.5101730691411793,,,空仓,,0.0,0.0,
2025-11-09 12:00:00,103762.17,104168.0,102050.64,BEARISH_SINGULARITY,LONG_MODE,-0.093871683,0.9087435088106128,0.016494739845938,1.2793195830384492,,,空仓,,0.0,0.0,
2025-11-09 16:00:00,104805.57,104805.57,103316.23,BEARISH_SINGULARITY,LONG_MODE,-0.08365914,0.8878585245682347,0.0142105042699544,0.7690908382758446,,,空仓,,0.0,0.0,
2025-11-09 20:00:00,104722.96,105495.62,104058.59,BEARISH_SINGULARITY,LONG_MODE,-0.072941109,0.8660894168404274,0.006344072016299,1.0617095575204112,,,空仓,,0.0,0.0,
2025-11-10 00:00:00,106027.97,106670.11,104265.02,BEARISH_SINGULARITY,LONG_MODE,-0.069372791,0.8802745154671436,0.0166272163845068,1.8325127151913247,,,空仓,,0.0,0.0,
2025-11-10 04:00:00,106461.45,106539.4,105846.26,BEARISH_SINGULARITY,LONG_MODE,-0.069438868,0.8985705989898339,0.005778523587646,0.7671736984164703,高点,,空仓,,0.0,0.0,
2025-11-10 08:00:00,106176.5,106599.47,105836.0,BEARISH_SINGULARITY,LONG_MODE,-0.077028735,0.9787793000660576,0.0032069243194115,0.6893652031060056,,,空仓,,0.0,0.0,
2025-11-10 12:00:00,105079.99,106589.89,104667.0,BEARISH_SINGULARITY,LONG_MODE,-0.096683519,1.1014518018927857,0.0039302439979296,1.610948873066641,低点,,空仓,,0.0,0.0,
2025-11-10 16:00:00,105817.99,106094.31,104784.36,BEARISH_SINGULARITY,LONG_MODE,-0.125703433,1.2562166749855217,0.0097679988062521,0.8206073555022515,,,空仓,,0.0,0.0,
2025-11-10 20:00:00,106011.13,106299.22,105280.0,BEARISH_SINGULARITY,LONG_MODE,-0.150067567,1.3461346356126682,0.0068967286736779,0.8701676886267541,,,空仓,,0.0,0.0,
2025-11-11 00:00:00,106456.0,107500.0,105500.0,BEARISH_SINGULARITY,LONG_MODE,-0.168662612,1.371925571487396,0.0089802359660329,1.6641939269156418,高点,★黑天鹅,空仓,,0.0,0.0,
2025-11-11 04:00:00,104783.98,106546.0,104741.2,BEARISH_SINGULARITY,LONG_MODE,-0.176177476,1.3215935923262927,0.0004082685158551,1.1116501905944831,,★黑天鹅,空仓,,0.0,0.0,
2025-11-11 08:00:00,105311.9,105497.99,104762.23,BEARISH_SINGULARITY,LONG_MODE,-0.177878228,1.266637869,0.0052194481345412,0.6110541370051449,,,空仓,,0.0,0.0,
2025-11-11 12:00:00,103455.99,105500.0,103170.33,BEARISH_SINGULARITY,LONG_MODE,-0.164481567,1.1237556387869123,0.0027611740992474,2.687223482891502,,★黑天鹅,空仓,,0.0,0.0,
2025-11-11 16:00:00,103126.39,103730.0,102840.22,BEARISH_SINGULARITY,LONG_MODE,-0.145102572,0.9854208583202558,0.0027749444152946,0.7653258608764207,,,空仓,,0.0,0.0,
2025-11-11 20:00:00,103058.99,103224.29,102476.09,BEARISH_SINGULARITY,LONG_MODE,-0.114987632,0.8191221574719922,0.0056559840145921,0.8274818654927114,低点,,空仓,,0.0,0.0,
2025-11-12 00:00:00,103310.0,103440.96,102687.72,BEARISH_SINGULARITY,LONG_MODE,-0.07931281,0.6360261941268754,0.0060234246442745,0.799836422,,,空仓,,0.0,0.0,
2025-11-12 04:00:00,103112.66,103654.38,103011.0,BEARISH_SINGULARITY,LONG_MODE,-0.04342589,0.4331973756468078,0.0009859119142111,0.6364297277180043,,,空仓,,0.0,0.0,
2025-11-12 08:00:00,105020.83,105200.0,103112.24,OSCILLATION,NO_TRADE,-0.010915453,0.2566884900197162,0.0181734423542453,1.0206119680418837,高点,,空仓,,0.0,0.0,
2025-11-13 12:00:00,101382.64,103483.83,101184.14,OSCILLATION,NO_TRADE,0.018460136,-0.110383897,0.001957928891968,1.6601936900748446,,,空仓,,0.0,0.0,
2025-11-13 16:00:00,98682.14,101540.93,98147.4,OSCILLATION,NO_TRADE,0.013540069,-0.099402154,0.0054188123605751,3.003822293829009,低点,,空仓,,0.0,0.0,
2025-11-13 20:00:00,99692.02,100501.31,98000.4,OSCILLATION,NO_TRADE,0.006392715,-0.040948084,0.0169684594614494,1.3821507645666644,,,空仓,,0.0,0.0,
2025-11-14 00:00:00,99139.38,99866.02,98700.0,OSCILLATION,NO_TRADE,0.010788333,-0.067313222,0.0044319421807964,1.3070954498678244,,,空仓,,0.0,0.0,
2025-11-14 20:00:00,94594.0,95940.0,94012.45,BULLISH_SINGULARITY,SHORT_MODE,0.083647508,-0.362882739,0.0061478529293613,0.9443282652090031,低点,,空仓,,0.0,0.0,
2025-11-15 00:00:00,96417.12,96846.68,94558.49,BULLISH_SINGULARITY,SHORT_MODE,0.087114746,-0.397165529,0.0192769707288497,0.7881659511245503,,,空仓,,0.0,0.0,
2025-11-15 04:00:00,96333.86,96570.65,95921.21,BULLISH_SINGULARITY,SHORT_MODE,0.091835676,-0.489271576,0.0042835405951759,0.4589262660143857,,,空仓,,0.0,0.0,
2025-11-15 08:00:00,95696.87,96350.52,95630.0,BULLISH_SINGULARITY,SHORT_MODE,0.090243924,-0.535895638,0.0006987689357028,0.4227347070105922,低点,,空仓,,0.0,0.0,
2025-11-15 12:00:00,96260.0,96471.22,95565.17,BULLISH_SINGULARITY,SHORT_MODE,0.078853653,-0.52686072,0.0072182630376065,0.360175864,,,空仓,,0.0,0.0,
2025-11-15 16:00:00,96012.01,96419.65,95731.32,BULLISH_SINGULARITY,SHORT_MODE,0.062970955,-0.508456686,0.0029234884260832,0.3460650137606526,,,空仓,,0.0,0.0,
2025-11-15 20:00:00,95596.24,96012.01,95119.94,BULLISH_SINGULARITY,SHORT_MODE,0.040875538,-0.490002689,0.0049824135342561,0.3765569296285521,低点,,空仓,,0.0,0.0,
2025-11-16 00:00:00,95825.02,95979.79,94841.62,OSCILLATION,NO_TRADE,0.018286879,-0.499226661,0.0102624554630931,0.3700487504918867,,,空仓,,0.0,0.0,
2025-11-16 04:00:00,96099.99,96192.0,95650.72,LOW_OSCILLATION,LONG_MODE,0.004584784,-0.535688119,0.0046750265010433,0.2514089853337512,高点,,空仓,,94573.46,1.61,
2025-11-16 08:00:00,95627.13,96635.11,95500.0,LOW_OSCILLATION,LONG_MODE,-0.000195875,-0.571376026,0.0013294344397871,0.5131124979554361,,,空仓,,94573.46,1.11,
2025-11-16 12:00:00,94573.46,95900.0,94368.24,LOW_OSCILLATION,LONG_MODE,-0.001069484,-0.56834558,0.0021699533886145,0.5144444084564758,,,持仓,LONG正常,94573.46,0.0,开多(正常 150%仓位)
2025-11-16 16:00:00,94020.0,95567.79,93770.48,LOW_OSCILLATION,LONG_MODE,-0.003277003,-0.556632024,0.0026539034248032,1.724554899295272,低点,,持仓,LONG正常,94573.46,-0.59,
2025-11-16 20:00:00,94261.44,94739.74,93005.55,LOW_OSCILLATION,LONG_MODE,-0.001595056,-0.566417149,0.0133234756439112,1.2430054621729203,,,持仓,LONG正常,94573.46,-0.33,
2025-11-17 00:00:00,95496.77,95559.99,93767.27,LOW_OSCILLATION,LONG_MODE,0.006935127,-0.612408414,0.0181105601791557,0.8559347347418327,,,持仓,LONG正常,94573.46,0.98,
2025-11-17 04:00:00,95653.77,95880.0,94849.37,BULLISH_SINGULARITY,SHORT_MODE,0.021536086,-0.716510174,0.0084094960397275,0.8147971061565912,高点,,空仓,,0.0,0.0,平仓(高点)
2025-11-17 08:00:00,95565.38,96026.71,95309.68,BULLISH_SINGULARITY,SHORT_MODE,0.037263085,-0.812055724,0.0026756551378753,0.743920035,,,空仓,,0.0,0.0,
2025-11-17 12:00:00,93959.67,96043.0,93571.3,BULLISH_SINGULARITY,SHORT_MODE,0.050335064,-0.872424971,0.0041333691359281,1.8211390192998689,,,空仓,,0.0,0.0,
2025-11-17 16:00:00,91678.93,94419.88,91588.0,BULLISH_SINGULARITY,SHORT_MODE,0.054535942,-0.857000818,0.000991830947416,2.457005983877765,,,空仓,,0.0,0.0,
2025-11-17 20:00:00,92215.14,92399.48,91220.0,BULLISH_SINGULARITY,SHORT_MODE,0.04888326,-0.788102008,0.0107915034342516,1.8098777077763484,,,空仓,,0.0,0.0,
2025-11-18 00:00:00,90842.72,92357.51,89700.0,BULLISH_SINGULARITY,SHORT_MODE,0.045681671,-0.753335949,0.0125791037520673,2.2647967487065075,,,空仓,,0.0,0.0,
2025-11-18 04:00:00,90512.1,90851.66,89253.78,BULLISH_SINGULARITY,SHORT_MODE,0.040372522,-0.706831415,0.013902229646644,1.844453981386705,低点,,空仓,,0.0,0.0,
2025-11-18 08:00:00,91517.82,91617.17,90509.79,BULLISH_SINGULARITY,SHORT_MODE,0.038676444,-0.691663549,0.0110145761776232,1.1636983634023337,,,空仓,,0.0,0.0,
2025-11-18 12:00:00,92910.1,93049.91,90905.7,BULLISH_SINGULARITY,SHORT_MODE,0.045373542,-0.733604823,0.0215735425965531,1.366898773704175,,,空仓,,0.0,0.0,
2025-11-18 16:00:00,93195.61,93836.01,92579.23,BULLISH_SINGULARITY,SHORT_MODE,0.059688716,-0.810871917,0.0066138308446074,0.9240605538533992,高点,,空仓,,0.0,0.0,
2025-11-18 20:00:00,92960.83,93423.74,92462.72,BULLISH_SINGULARITY,SHORT_MODE,0.075073063,-0.865702756,0.0053582783200193,0.4433106043970308,,,空仓,,0.0,0.0,
2025-11-19 00:00:00,91874.52,92980.22,91660.49,BULLISH_SINGULARITY,SHORT_MODE,0.087017896,-0.88816054,0.0023295904022137,0.5676510278135175,,,空仓,,0.0,0.0,
2025-11-19 04:00:00,91863.64,92028.92,90025.06,BULLISH_SINGULARITY,SHORT_MODE,0.093401679,-0.857682383,0.0200142297866707,1.0095056662547748,,,空仓,,0.0,0.0,
2025-11-19 08:00:00,91410.22,91950.0,91072.41,BULLISH_SINGULARITY,SHORT_MODE,0.098009616,-0.785020633,0.0036955386388961,0.4525627588735169,,,空仓,,0.0,0.0,
2025-11-19 12:00:00,89951.7,92384.61,89880.0,BULLISH_SINGULARITY,SHORT_MODE,0.095938257,-0.670501289,0.0007970944406831,1.0278523411592817,,,空仓,,0.0,0.0,
2025-11-19 16:00:00,88884.56,90232.56,88630.71,BULLISH_SINGULARITY,SHORT_MODE,0.084409751,-0.514295639,0.002855951584842,1.4262113245711865,,,空仓,,0.0,0.0,
2025-11-20 12:00:00,89869.88,92541.92,89835.34,OSCILLATION,NO_TRADE,-0.006810833,0.3161234324474947,0.0003843334385225,1.0232145861052302,,,空仓,,0.0,0.0,
2025-11-20 16:00:00,86921.28,89911.73,86100.0,BEARISH_SINGULARITY,LONG_MODE,-0.036504413,0.474296974,0.0094485493080635,2.6137249049167908,,,空仓,,85821.34,1.28,
2025-11-20 20:00:00,86637.23,88250.0,86325.23,BEARISH_SINGULARITY,LONG_MODE,-0.063789132,0.576935695,0.0036012231693003,0.7678667812023796,,,空仓,,85821.34,0.95,
2025-11-21 00:00:00,85821.34,87498.94,85360.0,BEARISH_SINGULARITY,LONG_MODE,-0.072897309,0.5904948086517197,0.005375586072182,1.017687340359965,,,持仓,LONG正常,85821.34,0.0,开多(正常 150%仓位)
2025-11-21 04:00:00,84049.39,86459.53,82000.0,BEARISH_SINGULARITY,LONG_MODE,-0.069218901,0.5121265265146925,0.0243831632805425,2.1444033134280263,,,空仓,,0.0,0.0,平仓(止损-2.06%)
2025-11-21 08:00:00,82309.66,84709.89,81648.0,BEARISH_SINGULARITY,LONG_MODE,-0.054696932,0.4035177885954292,0.0080386676363382,2.345188179657952,低点,,空仓,,0.0,0.0,
2025-11-21 16:00:00,84209.3,85572.82,82333.0,OSCILLATION,NO_TRADE,-0.004650078,0.191455138,0.0222813869726978,1.0504036539642532,,,空仓,,0.0,0.0,
2025-11-22 20:00:00,84739.74,85260.0,84237.7,OSCILLATION,NO_TRADE,-0.004879031,0.2991334612846441,0.0059244930418715,0.2394108111931307,,,空仓,,0.0,0.0,
2025-11-23 00:00:00,86308.54,86349.84,84667.57,BEARISH_SINGULARITY,LONG_MODE,-0.031921403,0.4164884103071479,0.0190128346511247,0.586983418,,,空仓,,86331.28,-0.03,
2025-11-23 04:00:00,85782.19,86860.0,85420.0,BEARISH_SINGULARITY,LONG_MODE,-0.053934715,0.4857561273353562,0.0042222050987507,0.4377166771934445,,,空仓,,86331.28,-0.64,
2025-11-23 08:00:00,86331.28,86465.24,85768.22,BEARISH_SINGULARITY,LONG_MODE,-0.073191063,0.576586713,0.0065220856218047,0.3180593185749097,,,持仓,LONG正常,86331.28,0.0,开多(正常 150%仓位)
2025-11-23 12:00:00,87087.44,87244.51,86271.1,BEARISH_SINGULARITY,LONG_MODE,-0.086448439,0.6600891322133048,0.0093737971859087,0.5302296527157068,,,持仓,LONG正常,86331.28,0.88,
2025-11-23 16:00:00,87325.01,87689.47,86502.47,BEARISH_SINGULARITY,LONG_MODE,-0.09382606,0.7320203804639963,0.0094192946556776,0.5647737687815152,,,持仓,LONG正常,86331.28,1.15,
2025-11-23 20:00:00,86830.0,88127.64,86701.54,BEARISH_SINGULARITY,LONG_MODE,-0.097829396,0.7980913137163602,0.001479442588967,0.5505684973105135,低点,,持仓,LONG正常,86331.28,0.58,
2025-11-24 00:00:00,87460.02,88059.44,85946.65,BEARISH_SINGULARITY,LONG_MODE,-0.100751234,0.8820962859358058,0.017303563388163,0.7473740379865549,高点,,空仓,,0.0,0.0,平仓(高点)
2025-11-24 04:00:00,87050.39,87837.57,86450.0,BEARISH_SINGULARITY,LONG_MODE,-0.099821056,0.9970781931220488,0.0068970397490464,0.5759127615593909,,,空仓,,0.0,0.0,
2025-11-24 08:00:00,86264.72,87050.39,85696.56,BEARISH_SINGULARITY,LONG_MODE,-0.104351402,1.147967448435183,0.0065862382675096,0.6287741123801397,低点,,空仓,,0.0,0.0,
2025-11-24 12:00:00,86616.44,86741.5,85272.0,BEARISH_SINGULARITY,LONG_MODE,-0.118228904,1.2724778065310884,0.0155217646903982,0.9155202904784084,,,空仓,,0.0,0.0,
2025-11-24 16:00:00,88327.29,88834.62,86616.43,BEARISH_SINGULARITY,LONG_MODE,-0.131328739,1.3482731674675132,0.0193695515847933,1.3183240146413455,高点,,空仓,,0.0,0.0,
2025-11-24 20:00:00,88300.01,89228.0,88252.5,BEARISH_SINGULARITY,LONG_MODE,-0.138827671,1.3547534931276766,0.0005380520341956,0.8296394971472524,,,空仓,,0.0,0.0,
2025-11-25 00:00:00,87822.12,88300.01,87457.53,BEARISH_SINGULARITY,LONG_MODE,-0.147860237,1.345597361181592,0.0041514597916788,0.7666442905798085,,,空仓,,0.0,0.0,
2025-11-25 04:00:00,87384.81,88519.99,87300.0,BEARISH_SINGULARITY,LONG_MODE,-0.157800364,1.3330705004952303,0.0009705348103405,0.9457601363491656,,,空仓,,0.0,0.0,
2025-11-25 08:00:00,87361.71,87606.57,86666.0,BEARISH_SINGULARITY,LONG_MODE,-0.166251303,1.3005679695484933,0.0079635574898889,1.053131692561778,,★黑天鹅,空仓,,0.0,0.0,
2025-11-25 12:00:00,86988.94,87792.2,86116.0,BEARISH_SINGULARITY,LONG_MODE,-0.169205134,1.2192520463641598,0.010035068825991,1.4557053445062424,,★黑天鹅,空仓,,0.0,0.0,
2025-11-25 16:00:00,86882.85,88155.65,86182.49,BEARISH_SINGULARITY,LONG_MODE,-0.165319886,1.0974407542597668,0.0080609694548463,0.9611819749803724,低点,,空仓,,0.0,0.0,
2025-11-25 20:00:00,87369.96,87889.38,86565.48,BEARISH_SINGULARITY,LONG_MODE,-0.150740873,0.9522543259273684,0.0092077414250848,0.7461841484748045,,,空仓,,0.0,0.0,
2025-11-26 00:00:00,87119.92,88224.0,87069.97,BEARISH_SINGULARITY,LONG_MODE,-0.126405861,0.775934068,0.000573347633928,0.6584954006199814,,,空仓,,0.0,0.0,
2025-11-26 04:00:00,87935.05,87970.0,86909.99,BEARISH_SINGULARITY,LONG_MODE,-0.098315217,0.620244681,0.011657012761123,0.5376129497774514,,,空仓,,0.0,0.0,
2025-11-26 08:00:00,87095.79,87941.58,86670.36,BEARISH_SINGULARITY,LONG_MODE,-0.068357191,0.4524569245924135,0.0048846218628936,0.6642707791511383,低点,,空仓,,0.0,0.0,
2025-11-26 20:00:00,90484.02,90656.08,89508.85,OSCILLATION,NO_TRADE,-0.000465427,0.1455356585194894,0.0107772621066128,1.0124223214326675,,,空仓,,0.0,0.0,
2025-11-27 00:00:00,91091.68,91950.0,90089.91,OSCILLATION,NO_TRADE,0.011718367,0.085901935,0.0109973819782442,1.5276845203338374,,,空仓,,0.0,0.0,
2025-11-27 04:00:00,91408.34,91554.49,90889.11,OSCILLATION,NO_TRADE,0.014514904,0.084923258,0.0056803350766461,0.6596477282635257,高点,,空仓,,0.0,0.0,
2025-11-27 08:00:00,91371.88,91940.18,91221.17,OSCILLATION,NO_TRADE,0.008296402,0.1512156863834767,0.0016494133643743,0.6527132261863073,,,空仓,,0.0,0.0,
2025-11-27 12:00:00,90958.3,91457.36,90438.43,OSCILLATION,NO_TRADE,-0.007337146,0.2482771857558032,0.0057154762127261,0.8140791561480606,低点,,空仓,,0.0,0.0,
2025-11-27 16:00:00,91528.21,91843.59,90850.77,BEARISH_SINGULARITY,LONG_MODE,-0.027914432,0.3543433775852479,0.0074014339404212,0.6460606991854743,高点,,空仓,,91208.85,0.35,
2025-11-27 20:00:00,91333.95,91600.0,91114.52,BEARISH_SINGULARITY,LONG_MODE,-0.046842453,0.415270975,0.0024025020269022,0.3254880852804345,,,空仓,,91208.85,0.14,
2025-11-28 00:00:00,91208.85,91417.99,90652.55,BEARISH_SINGULARITY,LONG_MODE,-0.060028016,0.4555136257136957,0.0060991888396795,0.6131912659024863,,,持仓,LONG正常,91208.85,0.0,开多(正常 150%仓位)
2025-11-28 04:00:00,90910.87,91707.79,90867.43,BEARISH_SINGULARITY,LONG_MODE,-0.067998928,0.4477209082067344,0.0004778306488542,0.6056603605363127,,,持仓,LONG正常,91208.85,-0.33,
2025-11-28 08:00:00,91437.64,92030.0,90907.98,BEARISH_SINGULARITY,LONG_MODE,-0.066281176,0.4139690586377567,0.0057925816983028,1.015301975,高点,,空仓,,0.0,0.0,平仓(高点)
2025-11-29 00:00:00,90680.26,91119.99,90546.36,OSCILLATION,NO_TRADE,-0.003302137,0.086241181,0.0014766168513411,0.3095766301062779,,,空仓,,0.0,0.0,
2025-11-29 04:00:00,90567.67,90931.56,90311.92,OSCILLATION,NO_TRADE,0.01282161,0.002590092,0.0028238553558902,0.4132206249481385,低点,,空仓,,0.0,0.0,
2025-11-30 04:00:00,90968.16,91037.72,90670.4,OSCILLATION,NO_TRADE,0.018253968,0.1162271288694388,0.0032732331840064,0.2457220327273998,,,空仓,,0.0,0.0,
2025-11-30 08:00:00,91048.78,91632.0,90927.16,OSCILLATION,NO_TRADE,0.007245146,0.1232946382738659,0.0013357674863957,1.211470461005055,,,空仓,,0.0,0.0,
2025-11-30 12:00:00,91435.31,92000.01,91009.0,OSCILLATION,NO_TRADE,-0.000456885,0.1309100820314438,0.0046624219899292,1.260481919426137,,,空仓,,0.0,0.0,
2025-11-30 16:00:00,91460.79,91850.0,91159.42,OSCILLATION,NO_TRADE,-0.007087346,0.097608134,0.0032950732220877,0.519165923,高点,,空仓,,0.0,0.0,
2025-11-30 20:00:00,90360.0,91626.75,90336.9,OSCILLATION,NO_TRADE,-0.009839381,0.035907429,0.0002556440903055,0.9302372841947956,,,空仓,,0.0,0.0,
2025-12-01 00:00:00,86346.13,90417.0,86161.61,OSCILLATION,NO_TRADE,-0.009213881,-0.01262947,0.0021369805456249,4.334908124243001,,,空仓,,0.0,0.0,
2025-12-01 04:00:00,86550.3,86578.06,85604.0,OSCILLATION,NO_TRADE,-0.011658664,-0.008643181,0.0109335265157948,1.9310206290752685,,,空仓,,0.0,0.0,
2025-12-01 08:00:00,86149.15,86938.01,86131.01,OSCILLATION,NO_TRADE,-0.00722214,-0.074132785,0.0002105650491037,1.1513920073753312,,,空仓,,0.0,0.0,
2025-12-01 12:00:00,84677.87,86674.0,83822.76,OSCILLATION,NO_TRADE,0.003933114,-0.170198962,0.0100983881621018,2.7793936216841635,低点,,空仓,,0.0,0.0,
2025-12-01 16:00:00,85024.5,85555.0,84030.95,OSCILLATION,NO_TRADE,0.017635092,-0.255781162,0.0116854553687466,1.535663352932701,,,空仓,,0.0,0.0,
2025-12-01 20:00:00,86286.01,86860.0,85007.69,BULLISH_SINGULARITY,SHORT_MODE,0.03352254,-0.396487003,0.014814916114443,1.2301368258692824,,,空仓,,0.0,0.0,
2025-12-02 00:00:00,86976.99,87350.0,86184.39,BULLISH_SINGULARITY,SHORT_MODE,0.053911203,-0.576364049,0.0091127549941657,1.1613310281170657,,,空仓,,0.0,0.0,
2025-12-02 04:00:00,87012.65,87288.48,86818.14,BULLISH_SINGULARITY,SHORT_MODE,0.074325116,-0.745421933,0.0022354220909257,0.6123891049634337,,,空仓,,0.0,0.0,
2025-12-02 08:00:00,87368.92,87628.78,86296.21,BULLISH_SINGULARITY,SHORT_MODE,0.089437088,-0.886555032,0.0122779359067273,1.1388340844167388,,,空仓,,0.0,0.0,
2025-12-02 12:00:00,90850.01,91200.0,87032.75,BULLISH_SINGULARITY,SHORT_MODE,0.099758685,-0.990909169,0.0420171665363602,2.7722610802663734,,,空仓,,0.0,0.0,
2025-12-02 16:00:00,91903.39,92307.65,90201.0,BULLISH_SINGULARITY,SHORT_MODE,0.1097091515420742,-1.093162432,0.0185236910194498,1.7021724477367044,,,空仓,,0.0,0.0,
2025-12-02 20:00:00,91277.88,92000.0,90720.87,BULLISH_SINGULARITY,SHORT_MODE,0.1104117142311618,-1.126742951,0.0061023546997367,1.1691107216783427,,,空仓,,0.0,0.0,
2025-12-03 00:00:00,92628.91,93087.09,90990.23,BULLISH_SINGULARITY,SHORT_MODE,0.099767666,-1.077392125,0.0176908051708695,1.1376456508239123,,,空仓,,0.0,0.0,
2025-12-03 04:00:00,92999.99,93958.58,92625.0,BULLISH_SINGULARITY,SHORT_MODE,0.084570542,-0.986814901,0.004032150971199,1.1173610809568415,,,空仓,,0.0,0.0,
2025-12-03 08:00:00,93005.68,93389.62,92666.0,BULLISH_SINGULARITY,SHORT_MODE,0.064733221,-0.835585579,0.0036522500561255,0.6672257077182349,,,空仓,,0.0,0.0,
2025-12-03 12:00:00,92373.3,93700.0,91697.0,BULLISH_SINGULARITY,SHORT_MODE,0.041446093,-0.64307471,0.007321379662738,1.465785052,低点,,空仓,,0.0,0.0,
2025-12-03 16:00:00,93024.99,93500.0,91786.99,OSCILLATION,NO_TRADE,0.015894841,-0.438964375,0.0133082519009139,0.8044507861362434,,,空仓,,0.0,0.0,
2025-12-03 20:00:00,93429.95,94150.0,92825.56,OSCILLATION,NO_TRADE,-0.006346749,-0.295441212,0.006468910665156,0.8373629780064671,高点,,空仓,,0.0,0.0,
2025-12-04 12:00:00,92971.49,93257.0,91801.0,OSCILLATION,NO_TRADE,-0.015086188,-0.276660911,0.0125897734886254,0.9947880831005712,,,空仓,,0.0,0.0,
2025-12-04 16:00:00,91975.44,93174.55,90889.0,OSCILLATION,NO_TRADE,-0.002339749,-0.343370024,0.0118122838009799,1.1018488981228227,低点,,空仓,,0.0,0.0,
2025-12-04 20:00:00,92078.06,92718.53,91688.92,OSCILLATION,NO_TRADE,0.011087475,-0.384374579,0.0042261967726079,0.4430829164879887,,,空仓,,0.0,0.0,
2025-12-05 00:00:00,92142.75,92692.36,91959.92,BULLISH_SINGULARITY,SHORT_MODE,0.024865482,-0.424156467,0.0019842038576014,0.4429617224785224,,,空仓,,0.0,0.0,
2025-12-05 04:00:00,92258.65,92497.51,91813.37,BULLISH_SINGULARITY,SHORT_MODE,0.036574407,-0.475999731,0.0048264309091884,0.360941485,高点,,空仓,,0.0,0.0,
2025-12-05 08:00:00,91351.43,92258.65,90956.25,BULLISH_SINGULARITY,SHORT_MODE,0.047178363,-0.557516582,0.0043259311868461,0.6394909372893519,,,空仓,,0.0,0.0,
2025-12-05 12:00:00,90459.35,91478.67,89874.7,BULLISH_SINGULARITY,SHORT_MODE,0.057250582,-0.640874654,0.0064631240441149,1.3417095818970066,,,空仓,,0.0,0.0,
2025-12-05 16:00:00,89629.26,90498.59,88056.0,BULLISH_SINGULARITY,SHORT_MODE,0.069124969,-0.72445969,0.0175529732143274,1.5717079339715136,,,空仓,,0.0,0.0,
2025-12-05 20:00:00,89330.04,89745.37,88901.6,BULLISH_SINGULARITY,SHORT_MODE,0.084310911,-0.787613738,0.0047961469624326,0.6249654478211264,低点,,空仓,,0.0,0.0,
2025-12-06 00:00:00,89688.35,89806.43,89030.67,BULLISH_SINGULARITY,SHORT_MODE,0.1021331463566513,-0.84820175,0.0073329479246748,0.4297188305972293,高点,,空仓,,0.0,0.0,
2025-12-06 04:00:00,89597.13,89764.19,89459.19,BULLISH_SINGULARITY,SHORT_MODE,0.122931133,-0.898206409,0.0015395582425464,0.2276360169884248,,,空仓,,0.0,0.0,
2025-12-06 08:00:00,89631.28,89750.01,89217.59,BULLISH_SINGULARITY,SHORT_MODE,0.1422392351243493,-0.875725572,0.0046154646011972,0.4652075344940857,,,空仓,,0.0,0.0,
2025-12-06 12:00:00,89758.77,90289.97,89490.98,BULLISH_SINGULARITY,SHORT_MODE,0.1546522937098445,-0.759701593,0.0029834410609682,0.6598834548719814,高点,,空仓,,0.0,0.0,
2025-12-06 16:00:00,89405.64,89981.2,89077.6,BULLISH_SINGULARITY,SHORT_MODE,0.1547249905140744,-0.632951653,0.0036691197557558,0.4871537888881085,,,空仓,,0.0,0.0,
