时间,开盘价,最高价,最低价,收盘价,成交量,信号类型,置信度,描述,张力,加速度,DXY燃料,量能比率,价格vsEMA%,V7.0.5通过,过滤原因,交易方向,V705执行动作
2025-08-21 12:00:00,113148.65,113995.11,112608.64,112792.08,2521.11028,BEARISH_SINGULARITY,0.7,奇点看空,0.9120268408725936,-0.301923888646143,-0.2115668921152557,1.018985291684699,-1.3787952842228517,True,,做多(反向),做多(反向)
2025-08-21 16:00:00,112792.08,112969.47,112015.67,112193.71,2468.80417,BEARISH_SINGULARITY,0.7,奇点看空,0.8620255740514035,-0.2765842843102989,-0.2115668921152557,1.004445054882292,-1.723968916583563,True,,做多(反向),做多(反向)
2025-08-21 20:00:00,112193.71,112870.94,112067.46,112500.0,1101.03582,BEARISH_SINGULARITY,0.7,奇点看空,0.7364675051680669,-0.2257220706343772,-0.2115668921152557,0.463726492702258,-1.318867095310646,True,,做多(反向),做多(反向)
2025-08-22 00:00:00,112500.0,113525.0,112335.6,112929.24,1610.19525,BEARISH_SINGULARITY,0.9,强奇点看空,0.5865217625946999,-0.1637945313284301,0.8976858148979668,0.6799056727198388,-0.8533705446330602,True,,做多(反向),做多(反向)
2025-08-22 04:00:00,112929.24,113394.76,112708.81,113094.83,1656.2572,BEARISH_SINGULARITY,0.9,强奇点看空,0.4762606350537448,-0.1096050241914179,0.8976858148979668,0.692879246907384,-0.6409947812417891,True,,做多(反向),做多(反向)
2025-08-22 08:00:00,113094.83,113319.3,112177.27,112320.0,1932.43574,BEARISH_SINGULARITY,0.9,强奇点看空,0.4755127301481178,-0.084750895458278,0.8976858148979668,0.8162433694198452,-1.1973477826486785,True,,做多(反向),做多(反向)
2025-08-22 16:00:00,116370.75,117429.05,116116.0,116655.79,4307.94644,BEARISH_SINGULARITY,0.9,强奇点看空,0.3753939233172562,-0.0293906833245588,0.8976858148979668,1.4555707085402383,2.153816431827924,True,,做多(反向),做多(反向)
2025-08-22 20:00:00,116655.79,117174.43,116550.96,116935.99,2115.99447,BEARISH_SINGULARITY,0.9,强奇点看空,0.5752278625736287,-0.068340233882182,0.8976858148979668,0.7555224549369257,2.165741330382413,True,,做多(反向),做多(反向)
2025-08-23 00:00:00,116936.0,117030.0,115458.2,115568.77,2647.58419,BEARISH_SINGULARITY,0.9,强奇点看空,0.9268175501566248,-0.1468456098676744,0.8976858148979668,0.9649104102932008,0.8779068720239656,True,,做多(反向),做多(反向)
2025-08-23 04:00:00,115568.77,116034.53,115551.2,115799.47,2258.18362,BEARISH_SINGULARITY,0.9,强奇点看空,1.2125810926356646,-0.2171492983720114,0.8976858148979668,0.8285408455879127,0.9754894283090476,True,,做多(反向),做多(反向)
2025-08-23 08:00:00,115799.46,115861.8,115223.43,115310.13,1313.89391,BEARISH_SINGULARITY,0.9,强奇点看空,1.4427621705787668,-0.2754336751625886,0.8976858148979668,0.4985644792101938,0.4962666393018118,True,,做多(反向),做多(反向)
2025-08-23 12:00:00,115310.13,115486.97,114560.0,114812.87,3027.56166,BEARISH_SINGULARITY,0.9,强奇点看空,1.5877212929742175,-0.3130174594192267,0.8976858148979668,1.1137451002913437,0.0568966216713827,True,,做多(反向),做多(反向)
2025-08-23 16:00:00,114812.88,115190.74,114684.11,115133.91,1105.55067,BEARISH_SINGULARITY,0.9,强奇点看空,1.6046830697486965,-0.3205047984597258,0.8976858148979668,0.4162443582562181,0.3045139210257884,True,,做多(反向),做多(反向)
2025-08-23 20:00:00,115133.92,115454.12,115001.88,115438.05,976.58792,BEARISH_SINGULARITY,0.9,强奇点看空,1.5274223807982203,-0.3035312150352058,0.8976858148979668,0.3946493228285967,0.5149647806521009,True,,做多(反向),做多(反向)
2025-08-24 00:00:00,115438.06,115666.68,114934.21,115036.0,1995.92433,BEARISH_SINGULARITY,0.9,强奇点看空,1.4171949325607345,-0.2739517230817716,0.8976858148979668,0.8169413274942211,0.1491620488708169,True,,做多(反向),做多(反向)
2025-08-24 04:00:00,115036.01,115283.21,114846.14,114888.19,1715.6873,BEARISH_SINGULARITY,0.9,强奇点看空,1.280175098027036,-0.2355912052124349,0.8976858148979668,0.7001554125542437,0.0185293238769298,True,,做多(反向),做多(反向)
2025-08-24 08:00:00,114888.19,115060.99,114600.0,114730.22,2223.47925,BEARISH_SINGULARITY,0.9,强奇点看空,1.139269864959213,-0.195013330001762,0.8976858148979668,0.8964646670920398,-0.1076743960548621,True,,做多(反向),做多(反向)
2025-08-24 12:00:00,114730.22,114869.41,114350.57,114400.0,2662.01905,BEARISH_SINGULARITY,0.9,强奇点看空,1.0192522022452877,-0.1588512722417761,0.8976858148979668,1.051035614462017,-0.3576852333958062,True,,做多(反向),做多(反向)
2025-08-24 16:00:00,114400.01,114917.1,110680.0,112600.0,8322.01988,BEARISH_SINGULARITY,0.9,强奇点看空,0.9794101648156004,-0.1384671347085992,0.8976858148979668,2.8962509888814183,-1.7453050041600366,True,,做多(反向),做多(反向)
2025-08-24 20:00:00,112600.0,113692.97,111632.85,113493.59,4256.85481,BEARISH_SINGULARITY,0.9,强奇点看空,0.8821901327914369,-0.1145283742084534,0.8976858148979668,1.4380470235102416,-0.8744049821237218,True,,做多(反向),做多(反向)
2025-08-25 00:00:00,113493.59,113667.28,112159.0,112916.84,2384.9729,BEARISH_SINGULARITY,0.7,奇点看空,0.8172971586939266,-0.0997294024678987,-0.7580063088126419,0.8068319560739156,-1.2485272120955455,True,,做多(反向),做多(反向)
2025-08-25 04:00:00,112916.84,113059.52,111284.05,111511.55,4054.02521,BEARISH_SINGULARITY,0.7,奇点看空,0.8016967615958734,-0.0963403406889931,-0.7580063088126419,1.3062239963449849,-2.246871119607812,True,,做多(反向),做多(反向)
2025-08-25 08:00:00,111511.56,111850.13,110929.48,111214.97,4028.25788,BEARISH_SINGULARITY,0.7,奇点看空,0.7620401801966074,-0.0933159019842894,-0.7580063088126419,1.2492562543830392,-2.273538329644459,True,,做多(反向),做多(反向)
2025-08-25 12:00:00,111214.97,112580.0,110588.0,112200.64,4593.3206,BEARISH_SINGULARITY,0.7,奇点看空,0.6609391580152648,-0.0842679978901936,-0.7580063088126419,1.3624460161588137,-1.275083277343192,True,,做多(反向),做多(反向)
2025-08-25 16:00:00,112200.65,112937.26,110655.01,110716.13,3109.40411,BEARISH_SINGULARITY,0.7,奇点看空,0.6142846639661592,-0.0833644584326007,-0.7580063088126419,0.906471958636407,-2.3412156767741195,True,,做多(反向),做多(反向)
2025-08-25 20:00:00,110716.13,111092.54,109274.1,110111.98,7012.81309,BEARISH_SINGULARITY,0.7,奇点看空,0.5609428581367973,-0.0821516475947367,-0.7580063088126419,2.187672884390929,-2.6075272532394065,True,,做多(反向),做多(反向)
2025-08-26 00:00:00,110111.98,110111.98,108666.66,109879.56,4155.39206,BEARISH_SINGULARITY,0.7,奇点看空,0.4846749760223121,-0.0779052821788151,0.0264382108244643,1.2993817374062877,-2.5520224224136063,True,,做多(反向),做多(反向)
2025-08-26 04:00:00,109879.57,110547.31,109765.93,110303.2,1910.05232,BEARISH_SINGULARITY,0.7,奇点看空,0.3730260532710244,-0.0688635558198624,0.0264382108244643,0.5991984065493355,-1.9731341485677485,True,,做多(反向),做多(反向)
2025-08-27 00:00:00,111763.22,111825.16,110918.26,111418.15,2172.27313,BULLISH_SINGULARITY,0.6,奇点看涨,-0.3774066483124186,0.0298883420821541,-0.0765037102724933,0.6392791728839068,-0.4061229533521021,True,,做空(反向),做空(反向)
2025-08-27 04:00:00,111418.15,111737.26,110622.5,110725.18,1809.80294,BULLISH_SINGULARITY,0.6,奇点看涨,-0.4888700850421485,0.0628075070411078,-0.0765037102724933,0.5261567965420816,-0.928786977661678,True,,做空(反向),做空(反向)
2025-08-27 08:00:00,110725.19,111374.45,110345.42,111322.07,1594.26753,BULLISH_SINGULARITY,0.6,奇点看涨,-0.4356861240842064,0.0765250694504044,-0.0765037102724933,0.4662171027785079,-0.3572622975930974,True,,做空(反向),做空(反向)
2025-08-28 00:00:00,111262.01,112042.04,110862.42,112000.01,1203.77782,BEARISH_SINGULARITY,0.9,强奇点看空,0.425120726053775,-0.0330733067152071,0.5477121377377486,0.3852799545579685,0.2184466446915304,True,,做多(反向),做多(反向)
2025-08-28 04:00:00,112000.0,113360.0,111945.07,113114.11,2481.91862,BEARISH_SINGULARITY,0.9,强奇点看空,0.5769941844199195,-0.0757126937240144,0.5477121377377486,0.817583264615477,1.0983325850712489,True,,做多(反向),做多(反向)
2025-08-28 08:00:00,113114.11,113351.51,112826.22,112909.18,1419.04336,BEARISH_SINGULARITY,0.9,强奇点看空,0.6100033265702685,-0.107878538381207,0.5477121377377486,0.4750126080402641,0.8272914234575367,True,,做多(反向),做多(反向)
2025-08-28 12:00:00,112909.18,113485.9,112391.56,112678.53,3088.9335,BEARISH_SINGULARITY,0.9,强奇点看空,0.6199666327898934,-0.1313112089714425,0.5477121377377486,1.0509701468803228,0.5618162214638037,True,,做多(反向),做多(反向)
2025-08-28 16:00:00,112678.53,113186.56,111901.35,111901.36,1813.29699,BEARISH_SINGULARITY,0.9,强奇点看空,0.5885869345919705,-0.145216519621986,0.5477121377377486,0.6411084836338397,-0.1192462891594829,True,,做多(反向),做多(反向)
2025-08-28 20:00:00,111901.36,112575.98,111872.06,112566.9,1097.30715,BEARISH_SINGULARITY,0.9,强奇点看空,0.5175099800723081,-0.150363827117581,0.5477121377377486,0.4135199790094058,0.4293871849204796,True,,做多(反向),做多(反向)
2025-08-30 08:00:00,108524.26,108777.43,108400.0,108680.01,1416.9539,BULLISH_SINGULARITY,0.6,奇点看涨,-0.669621958054755,0.1402095949328787,-0.3457639667035008,0.5385779558990268,-1.4059100645445342,True,,做空(反向),做空(反向)
2025-08-30 12:00:00,108680.01,108926.15,108190.52,108869.98,1540.53972,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6675357526780393,0.14540116689238,-0.3457639667035008,0.5885642363758226,-1.1173999017973228,True,,做空(反向),做空(反向)
2025-08-30 16:00:00,108869.98,108900.0,108625.46,108828.33,677.58629,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6745287000733876,0.139263893858516,-0.3457639667035008,0.2634861872117263,-1.0463584723150974,True,,做空(反向),做空(反向)
2025-08-30 20:00:00,108828.32,108838.27,108468.77,108816.33,776.84909,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6900233786785129,0.1234412142753026,-0.3457639667035008,0.3177352509579297,-0.9575414604790125,True,,做空(反向),做空(反向)
2025-08-31 00:00:00,108816.33,109480.02,108801.35,109223.84,1756.83146,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6741534640912399,0.1044918461340289,-0.3457639667035008,0.7206988869860957,-0.5310607679308984,True,,做空(反向),做空(反向)
2025-08-31 04:00:00,109223.84,109231.41,108523.49,108708.26,1177.25929,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6645895780353199,0.0844178333894837,-0.3457639667035008,0.4974993314729847,-0.9061626347486555,True,,做空(反向),做空(反向)
2025-08-31 08:00:00,108708.25,109100.0,108303.21,108389.76,1590.89462,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5370352929131312,0.0634667377996254,-0.3457639667035008,0.6668434354753796,-1.0837769210935937,True,,做空(反向),做空(反向)
2025-09-02 04:00:00,110322.19,110610.5,110000.0,110233.92,1952.71608,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5207139604407995,0.042667571975676,-0.4309008803207105,0.9440195664875176,0.8092562497844566,True,,做空(反向),做空(反向)
2025-09-03 12:00:00,111437.77,112500.0,111031.61,112222.74,3550.00487,BEARISH_SINGULARITY,0.9,强奇点看空,0.4126614456767331,-0.0341978241406771,0.5278052750243878,1.420357788248189,1.6881099113734306,True,,做多(反向),做多(反向)
2025-09-03 16:00:00,112222.73,112575.27,111686.24,112193.74,1957.30873,BEARISH_SINGULARITY,0.9,强奇点看空,0.4229221088423481,-0.0327137442686283,0.5278052750243878,0.7774210970317674,1.5011865554574395,True,,做多(反向),做多(反向)
2025-09-03 20:00:00,112193.74,112250.0,111613.98,111705.71,948.2535,BEARISH_SINGULARITY,0.9,强奇点看空,0.4916138912599515,-0.0280866568884393,0.5278052750243878,0.3881492455163882,0.9577805898184903,True,,做多(反向),做多(反向)
2025-09-04 00:00:00,111705.72,112180.0,111136.0,111148.97,1484.75903,BEARISH_SINGULARITY,0.7,奇点看空,0.6135450319471839,-0.0312187979855462,-0.3485976966180825,0.6046358005979585,0.4111341300250389,True,,做多(反向),做多(反向)
2025-09-04 04:00:00,111148.97,111318.84,110279.68,110463.36,2293.72804,BEARISH_SINGULARITY,0.7,奇点看空,0.7725714818745884,-0.0405791178313607,-0.3485976966180825,0.9153657794991216,-0.1884456523869996,True,,做多(反向),做多(反向)
2025-09-04 08:00:00,110463.36,111154.93,110415.72,110810.0,1251.00126,BEARISH_SINGULARITY,0.7,奇点看空,0.9156161548144712,-0.0571642864089052,-0.3485976966180825,0.5195106195374984,0.1128722876514683,True,,做多(反向),做多(反向)
2025-09-04 12:00:00,110810.0,111123.99,109329.12,109510.31,3057.95062,BEARISH_SINGULARITY,0.7,奇点看空,0.9709678580906872,-0.0684771209663467,-0.3485976966180825,1.2658511858862884,-0.96124172026788,True,,做多(反向),做多(反向)
2025-09-04 16:00:00,109510.32,110218.39,109363.26,109799.99,2124.63495,BEARISH_SINGULARITY,0.7,奇点看空,1.0023477315365754,-0.079101059843189,-0.3485976966180825,0.8978365284025687,-0.6330866769699766,True,,做多(反向),做多(反向)
2025-09-04 20:00:00,109800.0,111765.31,109755.59,110730.87,1991.06146,BEARISH_SINGULARITY,0.7,奇点看空,0.9577506340761792,-0.0757892906825258,-0.3485976966180825,0.8463131209436908,0.1893670105250857,True,,做多(反向),做多(反向)
2025-09-05 00:00:00,110730.87,111482.09,110435.75,111311.77,1665.5758,BEARISH_SINGULARITY,0.9,强奇点看空,0.8178938861902962,-0.0624018966847869,0.7188476720878467,0.7062758632570026,0.646433584838426,True,,做多(反向),做多(反向)
2025-09-05 04:00:00,111311.78,112999.0,111144.51,112954.32,3481.17531,BEARISH_SINGULARITY,0.9,强奇点看空,0.6150884416309799,-0.0437857908200418,0.7188476720878467,1.461637902800368,1.924685590872036,True,,做多(反向),做多(反向)
2025-09-06 04:00:00,111082.23,111082.23,110687.69,110825.6,687.98406,BEARISH_SINGULARITY,0.9,强奇点看空,0.6753725573005069,-0.0373417141425146,0.7188476720878467,0.2924329479686491,-0.1296137877257321,True,,做多(反向),做多(反向)
2025-09-06 08:00:00,110825.59,110968.0,110675.58,110781.02,621.90211,BEARISH_SINGULARITY,0.9,强奇点看空,0.7691169237974358,-0.0570960749634283,0.7188476720878467,0.2739010339112355,-0.1536416656204021,True,,做多(反向),做多(反向)
2025-09-06 12:00:00,110781.03,110999.83,110358.11,110384.15,886.00942,BEARISH_SINGULARITY,0.9,强奇点看空,0.7987782100722204,-0.0764539022012154,0.7188476720878467,0.3959197004013461,-0.4628650386892261,True,,做多(反向),做多(反向)
2025-09-06 16:00:00,110384.16,110402.0,109977.0,110038.41,1391.66059,BEARISH_SINGULARITY,0.9,强奇点看空,0.7653844551175243,-0.0904651704588895,0.7188476720878467,0.6235897639813041,-0.7013736298774821,True,,做多(反向),做多(反向)
2025-09-06 20:00:00,110038.42,110282.82,110034.44,110187.97,612.56061,BEARISH_SINGULARITY,0.9,强奇点看空,0.6608895870753241,-0.0953253261332404,0.7188476720878467,0.293819384925858,-0.5127434475499828,True,,做多(反向),做多(反向)
2025-09-07 00:00:00,110187.98,110733.12,110180.0,110629.15,948.63792,BEARISH_SINGULARITY,0.9,强奇点看空,0.4664956719057319,-0.0884545179676164,0.7188476720878467,0.4663016649251086,-0.103523169012724,True,,做多(反向),做多(反向)
2025-09-07 20:00:00,111259.99,111600.0,111001.45,111137.34,867.49224,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.5701648749441235,0.0316219442634927,0.7188476720878467,0.4768444713210623,0.2043015985945931,True,,做空(反向),做空(反向)
2025-09-08 00:00:00,111137.35,111372.0,110621.78,111052.11,1701.47085,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5944956516936362,0.0419108133659195,-0.4892648008094987,0.9462725283319072,0.1153033597798491,True,,做空(反向),做空(反向)
2025-09-08 04:00:00,111052.11,111609.04,110899.69,111280.39,1330.12513,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5164914287759803,0.0453508413765011,-0.4892648008094987,0.7535990928123307,0.2904316180976915,True,,做空(反向),做空(反向)
2025-09-08 16:00:00,112631.74,112670.06,111978.67,112097.31,1681.81458,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5796915985643636,0.0362116750939363,-0.4892648008094987,0.9442892785149064,0.7198448100239001,True,,做空(反向),做空(反向)
2025-09-08 20:00:00,112097.31,112512.71,111896.0,112065.23,1127.08021,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5836889394002911,0.0395690106536604,-0.4892648008094987,0.836673400334305,0.6247981172101297,True,,做空(反向),做空(反向)
2025-09-13 00:00:00,116029.41,116298.78,115576.26,115957.0,2254.31226,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5714236929496828,0.0247727144797456,-0.2267614449091906,0.892426910246084,1.3075581814193478,True,,做空(反向),做空(反向)
2025-09-13 04:00:00,115957.0,115957.01,115657.81,115778.71,1062.2047,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6425717424542863,0.0504352154368958,-0.2267614449091906,0.4262905693784213,1.040956077661537,True,,做空(反向),做空(反向)
2025-09-13 08:00:00,115778.72,116166.71,115767.33,115974.11,1228.90503,BULLISH_SINGULARITY,0.6,奇点看涨,-0.673801527633142,0.0708821540864883,-0.2267614449091906,0.4975662848722725,1.0948405696898211,True,,做空(反向),做空(反向)
2025-09-13 12:00:00,115974.11,116060.0,115603.98,115768.68,1373.33567,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6627223965149459,0.0879418415231405,-0.2267614449091906,0.568754822874369,0.8278289780013954,True,,做空(反向),做空(反向)
2025-09-13 16:00:00,115768.68,115817.37,115127.27,115797.12,1589.96184,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5488835441853271,0.0982476271625873,-0.2267614449091906,0.6722445669006868,0.7707728434888934,True,,做空(反向),做空(反向)
2025-09-13 20:00:00,115797.12,115991.29,115797.11,115918.29,760.68444,BULLISH_SINGULARITY,0.6,奇点看涨,-0.3960732005559872,0.0997610649246358,-0.2267614449091906,0.3671873554312763,0.7921088211607067,True,,做空(反向),做空(反向)
2025-09-18 16:00:00,117583.56,117900.0,117196.33,117450.21,1828.6235,LOW_OSCILLATION,0.6,低位震荡,-0.7440952422939239,0.0022909798363507,-0.3946251610726672,0.8361055147219159,0.8294793318271914,True,,做多,做多
2025-09-18 20:00:00,117450.21,117657.17,116612.03,117073.53,1375.21725,BULLISH_SINGULARITY,0.6,奇点看涨,-0.9255879397032816,0.0307910235604438,-0.3946251610726672,0.6529802063964203,0.4576834170294723,True,,做空(反向),做空(反向)
2025-09-19 00:00:00,117073.53,117459.99,116871.61,116977.58,1326.38784,BULLISH_SINGULARITY,0.95,超强奇点看涨,-1.0296252487301318,0.0580013179553542,0.3133477898420416,0.6380706630574847,0.3394821755861466,True,,做空(反向),做空(反向)
2025-09-19 04:00:00,116977.58,117100.0,116633.86,116909.97,1538.09106,BULLISH_SINGULARITY,0.95,超强奇点看涨,-1.0322764945358072,0.0835079849562406,0.3133477898420416,0.7289035824244772,0.25461187148111,True,,做空(反向),做空(反向)
2025-09-19 08:00:00,116909.98,117090.36,116300.0,116394.72,1243.82831,BULLISH_SINGULARITY,0.95,超强奇点看涨,-1.0134817324101468,0.0985836829563159,0.3133477898420416,0.5842007910564682,-0.1694324125313845,True,,做空(反向),做空(反向)
2025-09-19 16:00:00,115884.03,116136.0,115112.58,115125.12,1413.65495,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.7725708657582301,0.0989672974480291,0.3133477898420416,0.6513305603654788,-1.088043213040153,True,,做空(反向),做空(反向)
2025-09-19 20:00:00,115125.13,115657.28,115100.0,115632.38,812.25284,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.580003196291757,0.0848644489995392,0.3133477898420416,0.3905267074593596,-0.5904715355411239,True,,做空(反向),做空(反向)
2025-09-20 00:00:00,115632.39,115730.41,115408.47,115445.0,717.06298,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.4747552330991275,0.0746357046960017,0.3133477898420416,0.3643659414484349,-0.6804723855850274,True,,做空(反向),做空(反向)
2025-09-20 04:00:00,115445.0,115985.2,115409.08,115968.56,759.46126,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.4205284668150632,0.0619818502673521,0.3133477898420416,0.3906684285135758,-0.2081804468771095,True,,做空(反向),做空(反向)
2025-09-20 08:00:00,115968.56,115968.57,115664.11,115894.06,793.04586,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.5210422313798813,0.0557627075143239,0.3133477898420416,0.4172236173545329,-0.2464199452276249,True,,做空(反向),做空(反向)
2025-09-20 12:00:00,115894.05,116121.81,115804.47,115986.69,836.91424,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.6774114224573429,0.0558963249424043,0.3133477898420416,0.4602568676654739,-0.1508391212972189,True,,做空(反向),做空(反向)
2025-09-20 16:00:00,115986.7,116079.46,115698.08,115702.0,898.20806,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.8616472359747819,0.0655508608686326,0.3133477898420416,0.504464070448046,-0.358347968307398,True,,做空(反向),做空(反向)
2025-09-20 20:00:00,115702.0,115944.7,115603.42,115685.63,670.23512,BULLISH_SINGULARITY,0.95,超强奇点看涨,-1.0071438738308809,0.07864114216348,0.3133477898420416,0.4009507412673723,-0.3370942367837081,True,,做空(反向),做空(反向)
2025-09-21 00:00:00,115685.63,115732.94,115441.83,115669.41,919.05922,BULLISH_SINGULARITY,0.95,超强奇点看涨,-1.1085198325604184,0.0953012803609777,0.3133477898420416,0.6424170944329632,-0.3177389439104479,True,,做空(反向),做空(反向)
2025-09-21 04:00:00,115669.42,115815.98,115487.56,115815.97,806.9398,BULLISH_SINGULARITY,0.95,超强奇点看涨,-1.1687290433067827,0.1076480962902882,0.3133477898420416,0.5966227853286702,-0.1732352308100304,True,,做空(反向),做空(反向)
2025-09-21 08:00:00,115815.98,115819.06,115329.03,115603.45,786.85295,BULLISH_SINGULARITY,0.95,超强奇点看涨,-1.1348834013693032,0.1219642257576847,0.3133477898420416,0.6357014781627034,-0.3225805354395367,True,,做空(反向),做空(反向)
2025-09-21 12:00:00,115603.45,115747.23,115473.19,115531.61,671.3204,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.985699175323598,0.1231190556132652,0.3133477898420416,0.5680222694109844,-0.3480297095801941,True,,做空(反向),做空(反向)
2025-09-21 16:00:00,115531.62,115665.52,115209.02,115480.05,781.11646,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.7850715022327726,0.1114042973207993,0.3133477898420416,0.6718564819010923,-0.3552544408940938,True,,做空(反向),做空(反向)
2025-09-21 20:00:00,115480.05,115545.43,115188.0,115232.29,546.23336,BULLISH_SINGULARITY,0.95,超强奇点看涨,-0.5681166446083225,0.0920814435406839,0.3133477898420416,0.510919113441992,-0.5151250010084111,True,,做空(反向),做空(反向)
2025-09-23 20:00:00,111655.29,112220.54,111458.73,111998.8,1240.81718,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.4021332972695773,0.0467757310728103,0.1819661835326962,0.6336681073442904,-1.374663159457297,True,,做空(反向),做空(反向)
2025-09-25 12:00:00,111347.99,111729.52,110629.99,111580.77,4734.75828,BEARISH_SINGULARITY,0.9,强奇点看空,0.4059379795181171,-0.0396309505702333,0.1550379492523906,1.9693185870677123,-1.0762212342287514,True,,做多(反向),做多(反向)
2025-09-25 16:00:00,111580.77,111672.58,108631.51,109360.0,6129.42446,BEARISH_SINGULARITY,0.9,强奇点看空,0.4615645605911289,-0.0481102910696394,0.1550379492523906,2.396064240912296,-2.763087032571917,True,,做多(反向),做多(反向)
2025-09-25 20:00:00,109360.0,109685.72,108765.0,108994.49,2099.3808,BEARISH_SINGULARITY,0.9,强奇点看空,0.5396007818039177,-0.0585517399510957,0.1550379492523906,0.8406212402499301,-2.802217159046403,True,,做多(反向),做多(反向)
2025-09-26 00:00:00,108994.49,109798.84,108809.24,109580.01,2323.19574,BEARISH_SINGULARITY,0.9,强奇点看空,0.5048503110150431,-0.0624297008972148,0.3837365672677548,0.9379071356260548,-2.067409158980777,True,,做多(反向),做多(反向)
2025-09-26 04:00:00,109580.0,109625.94,108913.0,109320.02,3055.89804,BEARISH_SINGULARITY,0.9,强奇点看空,0.3868373516747267,-0.0543316309625173,0.3837365672677548,1.191828774249875,-2.0853066041572315,True,,做多(反向),做多(反向)
2025-09-29 08:00:00,111865.96,112421.99,111865.95,112100.0,2126.24195,BEARISH_SINGULARITY,0.9,强奇点看空,0.3882324472848067,-0.0364492710842285,0.1814357834513707,1.3621454891352491,1.2689325061637795,True,,做多(反向),做多(反向)
